value_en	description_en	codesystem	code	description_code
HET group dictionary entry format	HET group dictionary entry format	EDAM	format_1705	HET group dictionary entry format
PubMed citation	PubMed citation	EDAM	format_1734	PubMed citation
Medline Display Format	Medline Display Format	EDAM	format_1735	Medline Display Format
CiteXplore-core	CiteXplore-core	EDAM	format_1736	CiteXplore-core
CiteXplore-all	CiteXplore-all	EDAM	format_1737	CiteXplore-all
pmc	pmc	EDAM	format_1739	pmc
iHOP format	iHOP format	EDAM	format_1740	iHOP format
OSCAR format	OSCAR format	EDAM	format_1741	OSCAR format
PlasMapper TextMap	PlasMapper TextMap	EDAM	format_1861	PlasMapper TextMap
newick	newick	EDAM	format_1910	newick
TreeCon format	TreeCon format	EDAM	format_1911	TreeCon format
Format	Format	EDAM	format_1915	Format
Sequence record format	Sequence record format	EDAM	format_1919	Sequence record format
Sequence feature annotation format	Sequence feature annotation format	EDAM	format_1920	Sequence feature annotation format
acedb	acedb	EDAM	format_1923	acedb
codata	codata	EDAM	format_1925	codata
dbid	dbid	EDAM	format_1926	dbid
EMBL format	EMBL format	EDAM	format_1927	EMBL format
Staden experiment format	Staden experiment format	EDAM	format_1928	Staden experiment format
FASTA	FASTA	EDAM	format_1929	FASTA
FASTA format	FASTA format	EDAM	format_1929	FASTA format
FASTQ-illumina	FASTQ-illumina	EDAM	format_1931	FASTQ-illumina
FASTQ-sanger	FASTQ-sanger	EDAM	format_1932	FASTQ-sanger
FASTQ-solexa	FASTQ-solexa	EDAM	format_1933	FASTQ-solexa
fitch program	fitch program	EDAM	format_1934	fitch program
GCG	GCG	EDAM	format_1935	GCG
GenBank format	GenBank format	EDAM	format_1936	GenBank format
genpept	genpept	EDAM	format_1937	genpept
GFF2-seq	GFF2-seq	EDAM	format_1938	GFF2-seq
GFF3-seq	GFF3-seq	EDAM	format_1939	GFF3-seq
giFASTA format	giFASTA format	EDAM	format_1940	giFASTA format
hennig86	hennig86	EDAM	format_1941	hennig86
ig	ig	EDAM	format_1942	ig
igstrict	igstrict	EDAM	format_1943	igstrict
jackknifer	jackknifer	EDAM	format_1944	jackknifer
mase format	mase format	EDAM	format_1945	mase format
mega-seq	mega-seq	EDAM	format_1946	mega-seq
GCG MSF	GCG MSF	EDAM	format_1947	GCG MSF
nbrf/pir	nbrf/pir	EDAM	format_1948	nbrf/pir
nexus-seq	nexus-seq	EDAM	format_1949	nexus-seq
pdbatom	pdbatom	EDAM	format_1950	pdbatom
pdbatomnuc	pdbatomnuc	EDAM	format_1951	pdbatomnuc
pdbseqresnuc	pdbseqresnuc	EDAM	format_1952	pdbseqresnuc
pdbseqres	pdbseqres	EDAM	format_1953	pdbseqres
Pearson format	Pearson format	EDAM	format_1954	Pearson format
raw	raw	EDAM	format_1957	raw
refseqp	refseqp	EDAM	format_1958	refseqp
Staden format	Staden format	EDAM	format_1960	Staden format
Stockholm format	Stockholm format	EDAM	format_1961	Stockholm format
strider format	strider format	EDAM	format_1962	strider format
UniProtKB format	UniProtKB format	EDAM	format_1963	UniProtKB format
plain text format (unformatted)	plain text format (unformatted)	EDAM	format_1964	plain text format (unformatted)
ASN.1 sequence format	ASN.1 sequence format	EDAM	format_1966	ASN.1 sequence format
DAS format	DAS format	EDAM	format_1967	DAS format
dasdna	dasdna	EDAM	format_1968	dasdna
debug-seq	debug-seq	EDAM	format_1969	debug-seq
jackknifernon	jackknifernon	EDAM	format_1970	jackknifernon
NCBI format	NCBI format	EDAM	format_1972	NCBI format
nexusnon	nexusnon	EDAM	format_1973	nexusnon
GFF2	GFF2	EDAM	format_1974	GFF2
GFF3	GFF3	EDAM	format_1975	GFF3
DASGFF	DASGFF	EDAM	format_1978	DASGFF
debug-feat	debug-feat	EDAM	format_1979	debug-feat
ClustalW format	ClustalW format	EDAM	format_1982	ClustalW format
debug	debug	EDAM	format_1983	debug
FASTA-aln	FASTA-aln	EDAM	format_1984	FASTA-aln
markx0	markx0	EDAM	format_1985	markx0
markx1	markx1	EDAM	format_1986	markx1
markx10	markx10	EDAM	format_1987	markx10
markx2	markx2	EDAM	format_1988	markx2
markx3	markx3	EDAM	format_1989	markx3
match	match	EDAM	format_1990	match
mega	mega	EDAM	format_1991	mega
meganon	meganon	EDAM	format_1992	meganon
pair	pair	EDAM	format_1996	pair
PHYLIP format	PHYLIP format	EDAM	format_1997	PHYLIP format
PHYLIP sequential	PHYLIP sequential	EDAM	format_1998	PHYLIP sequential
scores format	scores format	EDAM	format_1999	scores format
selex	selex	EDAM	format_2000	selex
EMBOSS simple format	EMBOSS simple format	EDAM	format_2001	EMBOSS simple format
srs format	srs format	EDAM	format_2002	srs format
srspair	srspair	EDAM	format_2003	srspair
T-Coffee format	T-Coffee format	EDAM	format_2004	T-Coffee format
TreeCon-seq	TreeCon-seq	EDAM	format_2005	TreeCon-seq
Phylogenetic tree format	Phylogenetic tree format	EDAM	format_2006	Phylogenetic tree format
Biological pathway or network format	Biological pathway or network format	EDAM	format_2013	Biological pathway or network format
Sequence-profile alignment format	Sequence-profile alignment format	EDAM	format_2014	Sequence-profile alignment format
Amino acid index format	Amino acid index format	EDAM	format_2017	Amino acid index format
Article format	Article format	EDAM	format_2020	Article format
Text mining report format	Text mining report format	EDAM	format_2021	Text mining report format
Enzyme kinetics report format	Enzyme kinetics report format	EDAM	format_2027	Enzyme kinetics report format
Chemical data format	Chemical data format	EDAM	format_2030	Chemical data format
Gene annotation format	Gene annotation format	EDAM	format_2031	Gene annotation format
Workflow format	Workflow format	EDAM	format_2032	Workflow format
Tertiary structure format	Tertiary structure format	EDAM	format_2033	Tertiary structure format
Chemical formula format	Chemical formula format	EDAM	format_2035	Chemical formula format
Phylogenetic character data format	Phylogenetic character data format	EDAM	format_2036	Phylogenetic character data format
Phylogenetic continuous quantitative character format	Phylogenetic continuous quantitative character format	EDAM	format_2037	Phylogenetic continuous quantitative character format
Phylogenetic discrete states format	Phylogenetic discrete states format	EDAM	format_2038	Phylogenetic discrete states format
Phylogenetic tree report (cliques) format	Phylogenetic tree report (cliques) format	EDAM	format_2039	Phylogenetic tree report (cliques) format
Phylogenetic tree report (invariants) format	Phylogenetic tree report (invariants) format	EDAM	format_2040	Phylogenetic tree report (invariants) format
Phylogenetic tree report (tree distances) format	Phylogenetic tree report (tree distances) format	EDAM	format_2049	Phylogenetic tree report (tree distances) format
Protein family report format	Protein family report format	EDAM	format_2052	Protein family report format
Protein interaction format	Protein interaction format	EDAM	format_2054	Protein interaction format
Sequence assembly format	Sequence assembly format	EDAM	format_2055	Sequence assembly format
Microarray experiment data format	Microarray experiment data format	EDAM	format_2056	Microarray experiment data format
Sequence trace format	Sequence trace format	EDAM	format_2057	Sequence trace format
Gene expression report format	Gene expression report format	EDAM	format_2058	Gene expression report format
Map format	Map format	EDAM	format_2060	Map format
Nucleic acid features (primers) format	Nucleic acid features (primers) format	EDAM	format_2061	Nucleic acid features (primers) format
Protein report format	Protein report format	EDAM	format_2062	Protein report format
3D-1D scoring matrix format	3D-1D scoring matrix format	EDAM	format_2064	3D-1D scoring matrix format
Protein structure report (quality evaluation) format	Protein structure report (quality evaluation) format	EDAM	format_2065	Protein structure report (quality evaluation) format
Database hits (sequence) format	Database hits (sequence) format	EDAM	format_2066	Database hits (sequence) format
Sequence distance matrix format	Sequence distance matrix format	EDAM	format_2067	Sequence distance matrix format
Sequence motif format	Sequence motif format	EDAM	format_2068	Sequence motif format
Sequence profile format	Sequence profile format	EDAM	format_2069	Sequence profile format
Hidden Markov model format	Hidden Markov model format	EDAM	format_2072	Hidden Markov model format
Dirichlet distribution format	Dirichlet distribution format	EDAM	format_2074	Dirichlet distribution format
HMM emission and transition counts format	HMM emission and transition counts format	EDAM	format_2075	HMM emission and transition counts format
RNA secondary structure format	RNA secondary structure format	EDAM	format_2076	RNA secondary structure format
Protein secondary structure format	Protein secondary structure format	EDAM	format_2077	Protein secondary structure format
Sequence range format	Sequence range format	EDAM	format_2078	Sequence range format
pure	pure	EDAM	format_2094	pure
unpure	unpure	EDAM	format_2095	unpure
unambiguous sequence	unambiguous sequence	EDAM	format_2096	unambiguous sequence
ambiguous	ambiguous	EDAM	format_2097	ambiguous
Sequence features (repeats) format	Sequence features (repeats) format	EDAM	format_2155	Sequence features (repeats) format
Nucleic acid features (restriction sites) format	Nucleic acid features (restriction sites) format	EDAM	format_2158	Nucleic acid features (restriction sites) format
Sequence cluster format	Sequence cluster format	EDAM	format_2170	Sequence cluster format
Sequence cluster format (protein)	Sequence cluster format (protein)	EDAM	format_2171	Sequence cluster format (protein)
Sequence cluster format (nucleic acid)	Sequence cluster format (nucleic acid)	EDAM	format_2172	Sequence cluster format (nucleic acid)
EMBL-like (text)	EMBL-like (text)	EDAM	format_2181	EMBL-like (text)
FASTQ-like format (text)	FASTQ-like format (text)	EDAM	format_2182	FASTQ-like format (text)
EMBLXML	EMBLXML	EDAM	format_2183	EMBLXML
cdsxml	cdsxml	EDAM	format_2184	cdsxml
insdxml	insdxml	EDAM	format_2185	insdxml
geneseq	geneseq	EDAM	format_2186	geneseq
UniProt-like (text)	UniProt-like (text)	EDAM	format_2187	UniProt-like (text)
medline	medline	EDAM	format_2194	medline
Ontology format	Ontology format	EDAM	format_2195	Ontology format
OBO format	OBO format	EDAM	format_2196	OBO format
OWL format	OWL format	EDAM	format_2197	OWL format
FASTA-like (text)	FASTA-like (text)	EDAM	format_2200	FASTA-like (text)
EMBL format (XML)	EMBL format (XML)	EDAM	format_2204	EMBL format (XML)
GenBank-like format (text)	GenBank-like format (text)	EDAM	format_2205	GenBank-like format (text)
Sequence feature table format (text)	Sequence feature table format (text)	EDAM	format_2206	Sequence feature table format (text)
STRING entry format (XML)	STRING entry format (XML)	EDAM	format_2304	STRING entry format (XML)
GFF	GFF	EDAM	format_2305	GFF
GTF	GTF	EDAM	format_2306	GTF
FASTA-HTML	FASTA-HTML	EDAM	format_2310	FASTA-HTML
EMBL-HTML	EMBL-HTML	EDAM	format_2311	EMBL-HTML
Textual format	Textual format	EDAM	format_2330	Textual format
XML	XML	EDAM	format_2332	XML
Binary format	Binary format	EDAM	format_2333	Binary format
binary format	binary format	EDAM	format_2333	binary format
Format (by type of data)	Format (by type of data)	EDAM	format_2350	Format (by type of data)
BioXSD (XML)	BioXSD (XML)	EDAM	format_2352	BioXSD (XML)
RDF format	RDF format	EDAM	format_2376	RDF format
GenBank-HTML	GenBank-HTML	EDAM	format_2532	GenBank-HTML
EMBL-like format	EMBL-like format	EDAM	format_2543	EMBL-like format
FASTQ-like format	FASTQ-like format	EDAM	format_2545	FASTQ-like format
FASTA-like	FASTA-like	EDAM	format_2546	FASTA-like
uniprotkb-like format	uniprotkb-like format	EDAM	format_2547	uniprotkb-like format
Sequence feature table format	Sequence feature table format	EDAM	format_2548	Sequence feature table format
OBO Flat File Format	OBO Flat File Format	EDAM	format_2549	OBO Flat File Format
OBO	OBO	EDAM	format_2549	OBO
OBO-XML	OBO-XML	EDAM	format_2550	OBO-XML
Sequence record format (text)	Sequence record format (text)	EDAM	format_2551	Sequence record format (text)
Sequence record format (XML)	Sequence record format (XML)	EDAM	format_2552	Sequence record format (XML)
Sequence feature table format (XML)	Sequence feature table format (XML)	EDAM	format_2553	Sequence feature table format (XML)
Alignment format (text)	Alignment format (text)	EDAM	format_2554	Alignment format (text)
Alignment format (XML)	Alignment format (XML)	EDAM	format_2555	Alignment format (XML)
Phylogenetic tree format (text)	Phylogenetic tree format (text)	EDAM	format_2556	Phylogenetic tree format (text)
Phylogenetic tree format (XML)	Phylogenetic tree format (XML)	EDAM	format_2557	Phylogenetic tree format (XML)
EMBL-like (XML)	EMBL-like (XML)	EDAM	format_2558	EMBL-like (XML)
GenBank-like format	GenBank-like format	EDAM	format_2559	GenBank-like format
Sequence assembly format (text)	Sequence assembly format (text)	EDAM	format_2561	Sequence assembly format (text)
completely unambiguous	completely unambiguous	EDAM	format_2566	completely unambiguous
completely unambiguous pure	completely unambiguous pure	EDAM	format_2567	completely unambiguous pure
completely unambiguous pure nucleotide	completely unambiguous pure nucleotide	EDAM	format_2568	completely unambiguous pure nucleotide
completely unambiguous pure dna	completely unambiguous pure dna	EDAM	format_2569	completely unambiguous pure dna
completely unambiguous pure rna sequence	completely unambiguous pure rna sequence	EDAM	format_2570	completely unambiguous pure rna sequence
Raw sequence format	Raw sequence format	EDAM	format_2571	Raw sequence format
SBML	SBML	EDAM	format_2585	SBML
completely unambiguous pure protein	completely unambiguous pure protein	EDAM	format_2607	completely unambiguous pure protein
Bibliographic reference format	Bibliographic reference format	EDAM	format_2848	Bibliographic reference format
Sequence annotation track format	Sequence annotation track format	EDAM	format_2919	Sequence annotation track format
Alignment format (pair only)	Alignment format (pair only)	EDAM	format_2920	Alignment format (pair only)
Sequence variation annotation format	Sequence variation annotation format	EDAM	format_2921	Sequence variation annotation format
markx0 variant	markx0 variant	EDAM	format_2922	markx0 variant
mega variant	mega variant	EDAM	format_2923	mega variant
Phylip format variant	Phylip format variant	EDAM	format_2924	Phylip format variant
AB1	AB1	EDAM	format_3000	AB1
ACE	ACE	EDAM	format_3001	ACE
BED	BED	EDAM	format_3003	BED
BED format	BED format	EDAM	format_3003	BED format
bigBed	bigBed	EDAM	format_3004	bigBed
bigWig	bigWig	EDAM	format_3006	bigWig
PSL	PSL	EDAM	format_3007	PSL
2bit	2bit	EDAM	format_3009	2bit
.nib	.nib	EDAM	format_3010	.nib
genePred	genePred	EDAM	format_3011	genePred
pgSnp	pgSnp	EDAM	format_3012	pgSnp
axt	axt	EDAM	format_3013	axt
LAV	LAV	EDAM	format_3014	LAV
Pileup	Pileup	EDAM	format_3015	Pileup
SRF	SRF	EDAM	format_3017	SRF
ZTR	ZTR	EDAM	format_3018	ZTR
GVF	GVF	EDAM	format_3019	GVF
BCF	BCF	EDAM	format_3020	BCF
Matrix format	Matrix format	EDAM	format_3033	Matrix format
Protein domain classification format	Protein domain classification format	EDAM	format_3097	Protein domain classification format
Raw SCOP domain classification format	Raw SCOP domain classification format	EDAM	format_3098	Raw SCOP domain classification format
Raw CATH domain classification format	Raw CATH domain classification format	EDAM	format_3099	Raw CATH domain classification format
CATH domain report format	CATH domain report format	EDAM	format_3100	CATH domain report format
SBRML	SBRML	EDAM	format_3155	SBRML
BioPAX	BioPAX	EDAM	format_3156	BioPAX
EBI Application Result XML	EBI Application Result XML	EDAM	format_3157	EBI Application Result XML
PSI MI XML (MIF)	PSI MI XML (MIF)	EDAM	format_3158	PSI MI XML (MIF)
phyloXML	phyloXML	EDAM	format_3159	phyloXML
NeXML	NeXML	EDAM	format_3160	NeXML
MAGE-ML	MAGE-ML	EDAM	format_3161	MAGE-ML
MAGE-TAB	MAGE-TAB	EDAM	format_3162	MAGE-TAB
GCDML	GCDML	EDAM	format_3163	GCDML
GTrack	GTrack	EDAM	format_3164	GTrack
Biological pathway or network report format	Biological pathway or network report format	EDAM	format_3166	Biological pathway or network report format
Experiment annotation format	Experiment annotation format	EDAM	format_3167	Experiment annotation format
Cytoband format	Cytoband format	EDAM	format_3235	Cytoband format
CopasiML	CopasiML	EDAM	format_3239	CopasiML
CellML	CellML	EDAM	format_3240	CellML
PSI MI TAB (MITAB)	PSI MI TAB (MITAB)	EDAM	format_3242	PSI MI TAB (MITAB)
PSI-PAR	PSI-PAR	EDAM	format_3243	PSI-PAR
mzML	mzML	EDAM	format_3244	mzML
Mass spectrometry data format	Mass spectrometry data format	EDAM	format_3245	Mass spectrometry data format
TraML	TraML	EDAM	format_3246	TraML
mzIdentML	mzIdentML	EDAM	format_3247	mzIdentML
mzQuantML	mzQuantML	EDAM	format_3248	mzQuantML
GelML	GelML	EDAM	format_3249	GelML
spML	spML	EDAM	format_3250	spML
OWL Functional Syntax	OWL Functional Syntax	EDAM	format_3252	OWL Functional Syntax
Manchester OWL Syntax	Manchester OWL Syntax	EDAM	format_3253	Manchester OWL Syntax
KRSS2 Syntax	KRSS2 Syntax	EDAM	format_3254	KRSS2 Syntax
Turtle	Turtle	EDAM	format_3255	Turtle
N-Triples	N-Triples	EDAM	format_3256	N-Triples
Notation3	Notation3	EDAM	format_3257	Notation3
RDF/XML	RDF/XML	EDAM	format_3261	RDF/XML
OWL/XML	OWL/XML	EDAM	format_3262	OWL/XML
A2M	A2M	EDAM	format_3281	A2M
SFF	SFF	EDAM	format_3284	SFF
MAP	MAP	EDAM	format_3285	MAP
PED	PED	EDAM	format_3286	PED
Individual genetic data format	Individual genetic data format	EDAM	format_3287	Individual genetic data format
PED/MAP	PED/MAP	EDAM	format_3288	PED/MAP
CT	CT	EDAM	format_3309	CT
SS	SS	EDAM	format_3310	SS
RNAML	RNAML	EDAM	format_3311	RNAML
GDE	GDE	EDAM	format_3312	GDE
BLC	BLC	EDAM	format_3313	BLC
Data index format	Data index format	EDAM	format_3326	Data index format
BAI	BAI	EDAM	format_3327	BAI
HMMER2	HMMER2	EDAM	format_3328	HMMER2
HMMER3	HMMER3	EDAM	format_3329	HMMER3
PO	PO	EDAM	format_3330	PO
BLAST XML results format	BLAST XML results format	EDAM	format_3331	BLAST XML results format
CRAM	CRAM	EDAM	format_3462	CRAM
JSON	JSON	EDAM	format_3464	JSON
EPS	EPS	EDAM	format_3466	EPS
GIF	GIF	EDAM	format_3467	GIF
xls	xls	EDAM	format_3468	xls
TSV	TSV	EDAM	format_3475	TSV
Cytoscape input file format	Cytoscape input file format	EDAM	format_3477	Cytoscape input file format
ebwt	ebwt	EDAM	format_3484	ebwt
RSF	RSF	EDAM	format_3485	RSF
GCG format variant	GCG format variant	EDAM	format_3486	GCG format variant
BSML	BSML	EDAM	format_3487	BSML
ebwtl	ebwtl	EDAM	format_3491	ebwtl
Ensembl variation file format	Ensembl variation file format	EDAM	format_3499	Ensembl variation file format
docx	docx	EDAM	format_3506	docx
Document format	Document format	EDAM	format_3507	Document format
PDF	PDF	EDAM	format_3508	PDF
Image format	Image format	EDAM	format_3547	Image format
DICOM format	DICOM format	EDAM	format_3548	DICOM format
nii	nii	EDAM	format_3549	nii
mhd	mhd	EDAM	format_3550	mhd
nrrd	nrrd	EDAM	format_3551	nrrd
R file format	R file format	EDAM	format_3554	R file format
SPSS	SPSS	EDAM	format_3555	SPSS
MHTML	MHTML	EDAM	format_3556	MHTML
IDAT	IDAT	EDAM	format_3578	IDAT
JPG	JPG	EDAM	format_3579	JPG
rcc	rcc	EDAM	format_3580	rcc
arff	arff	EDAM	format_3581	arff
afg	afg	EDAM	format_3582	afg
bedgraph	bedgraph	EDAM	format_3583	bedgraph
bedstrict	bedstrict	EDAM	format_3584	bedstrict
bed6	bed6	EDAM	format_3585	bed6
bed12	bed12	EDAM	format_3586	bed12
chrominfo	chrominfo	EDAM	format_3587	chrominfo
customtrack	customtrack	EDAM	format_3588	customtrack
csfasta	csfasta	EDAM	format_3589	csfasta
hdf5	hdf5	EDAM	format_3590	hdf5
tiff	tiff	EDAM	format_3591	tiff
bmp	bmp	EDAM	format_3592	bmp
im	im	EDAM	format_3593	im
pcd	pcd	EDAM	format_3594	pcd
pcx	pcx	EDAM	format_3595	pcx
ppm	ppm	EDAM	format_3596	ppm
psd	psd	EDAM	format_3597	psd
xbm	xbm	EDAM	format_3598	xbm
xpm	xpm	EDAM	format_3599	xpm
rgb	rgb	EDAM	format_3600	rgb
pbm	pbm	EDAM	format_3601	pbm
pgm	pgm	EDAM	format_3602	pgm
PNG	PNG	EDAM	format_3603	PNG
SVG	SVG	EDAM	format_3604	SVG
rast	rast	EDAM	format_3605	rast
Sequence quality report format (text)	Sequence quality report format (text)	EDAM	format_3606	Sequence quality report format (text)
qual	qual	EDAM	format_3607	qual
qualsolexa	qualsolexa	EDAM	format_3608	qualsolexa
qualillumina	qualillumina	EDAM	format_3609	qualillumina
qualsolid	qualsolid	EDAM	format_3610	qualsolid
qual454	qual454	EDAM	format_3611	qual454
ENCODE peak format	ENCODE peak format	EDAM	format_3612	ENCODE peak format
ENCODE narrow peak format	ENCODE narrow peak format	EDAM	format_3613	ENCODE narrow peak format
ENCODE broad peak format	ENCODE broad peak format	EDAM	format_3614	ENCODE broad peak format
bgzip	bgzip	EDAM	format_3615	bgzip
tabix	tabix	EDAM	format_3616	tabix
Graph format	Graph format	EDAM	format_3617	Graph format
xgmml	xgmml	EDAM	format_3618	xgmml
sif	sif	EDAM	format_3619	sif
xlsx	xlsx	EDAM	format_3620	xlsx
SQLite format	SQLite format	EDAM	format_3621	SQLite format
Gemini SQLite format	Gemini SQLite format	EDAM	format_3622	Gemini SQLite format
snpeffdb	snpeffdb	EDAM	format_3624	snpeffdb
MAT	MAT	EDAM	format_3626	MAT
