value_en	description_en	codesystem	code	description_code
MALME-3M	MALME-3M	NCIT	http://purl.obolibrary.org/obo/NCIT_C117182	MALME-3M
M14	M14	NCIT	http://purl.obolibrary.org/obo/NCIT_C117183	M14
MDA-MB-435	MDA-MB-435	NCIT	http://purl.obolibrary.org/obo/NCIT_C117184	MDA-MB-435
SK-MEL-2	SK-MEL-2	NCIT	http://purl.obolibrary.org/obo/NCIT_C117188	SK-MEL-2
SK-MEL-28	SK-MEL-28	NCIT	http://purl.obolibrary.org/obo/NCIT_C117189	SK-MEL-28
SK-MEL-5	SK-MEL-5	NCIT	http://purl.obolibrary.org/obo/NCIT_C117190	SK-MEL-5
UACC-257	UACC-257	NCIT	http://purl.obolibrary.org/obo/NCIT_C117191	UACC-257
UACC-62	UACC-62	NCIT	http://purl.obolibrary.org/obo/NCIT_C117192	UACC-62
IGR-OV1	IGR-OV1	NCIT	http://purl.obolibrary.org/obo/NCIT_C117204	IGR-OV1
OVCAR-3	OVCAR-3	NCIT	http://purl.obolibrary.org/obo/NCIT_C117205	OVCAR-3
OVCAR-4	OVCAR-4	NCIT	http://purl.obolibrary.org/obo/NCIT_C117206	OVCAR-4
OVCAR-5	OVCAR-5	NCIT	http://purl.obolibrary.org/obo/NCIT_C117207	OVCAR-5
OVCAR-8	OVCAR-8	NCIT	http://purl.obolibrary.org/obo/NCIT_C117208	OVCAR-8
NCI/ADR-RES	NCI/ADR-RES	NCIT	http://purl.obolibrary.org/obo/NCIT_C117209	NCI/ADR-RES
SK-OV-3	SK-OV-3	NCIT	http://purl.obolibrary.org/obo/NCIT_C117210	SK-OV-3
786-0	786-0	NCIT	http://purl.obolibrary.org/obo/NCIT_C117211	786-0
A498	A498	NCIT	http://purl.obolibrary.org/obo/NCIT_C117212	A498
ACHN	ACHN	NCIT	http://purl.obolibrary.org/obo/NCIT_C117213	ACHN
CAKI-1	CAKI-1	NCIT	http://purl.obolibrary.org/obo/NCIT_C117214	CAKI-1
RXF 393	RXF 393	NCIT	http://purl.obolibrary.org/obo/NCIT_C117215	RXF 393
SN12C	SN12C	NCIT	http://purl.obolibrary.org/obo/NCIT_C117216	SN12C
TK-10	TK-10	NCIT	http://purl.obolibrary.org/obo/NCIT_C117217	TK-10
UO-31	UO-31	NCIT	http://purl.obolibrary.org/obo/NCIT_C117218	UO-31
PC-3	PC-3	NCIT	http://purl.obolibrary.org/obo/NCIT_C117219	PC-3
DU-145	DU-145	NCIT	http://purl.obolibrary.org/obo/NCIT_C117220	DU-145
MDA-MB-231/ATCC	MDA-MB-231/ATCC	NCIT	http://purl.obolibrary.org/obo/NCIT_C117223	MDA-MB-231/ATCC
MDA-MB-468	MDA-MB-468	NCIT	http://purl.obolibrary.org/obo/NCIT_C117224	MDA-MB-468
HS 578T	HS 578T	NCIT	http://purl.obolibrary.org/obo/NCIT_C117225	HS 578T
MDA-N	MDA-N	NCIT	http://purl.obolibrary.org/obo/NCIT_C117226	MDA-N
BT-549	BT-549	NCIT	http://purl.obolibrary.org/obo/NCIT_C117227	BT-549
T-47D	T-47D	NCIT	http://purl.obolibrary.org/obo/NCIT_C117228	T-47D
Preputial Gland/Clitoral Gland	Preputial Gland/Clitoral Gland	NCIT	http://purl.obolibrary.org/obo/NCIT_C117978	Preputial Gland/Clitoral Gland
Tumor Cell Line	Tumor Cell Line	NCIT	http://purl.obolibrary.org/obo/NCIT_C20313	Tumor Cell Line
Smear Specimen	Smear Specimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C85501	Smear Specimen
Bronchoalveolar Lavage Fluid	Bronchoalveolar Lavage Fluid	NCIT	http://purl.obolibrary.org/obo/NCIT_C13195	Bronchoalveolar Lavage Fluid
Exudate	Exudate	NCIT	http://purl.obolibrary.org/obo/NCIT_C13233	Exudate
Bone Marrow Aspirate	Bone Marrow Aspirate	NCIT	http://purl.obolibrary.org/obo/NCIT_C133261	Bone Marrow Aspirate
Hematopoietic Progenitor Cells from Apheresis	Hematopoietic Progenitor Cells from Apheresis	NCIT	http://purl.obolibrary.org/obo/NCIT_C133328	Hematopoietic Progenitor Cells from Apheresis
Hematopoietic Progenitor Cells from Cord Blood	Hematopoietic Progenitor Cells from Cord Blood	NCIT	http://purl.obolibrary.org/obo/NCIT_C133329	Hematopoietic Progenitor Cells from Cord Blood
Aspirate	Aspirate	NCIT	http://purl.obolibrary.org/obo/NCIT_C13347	Aspirate
Colony	Colony	NCIT	http://purl.obolibrary.org/obo/NCIT_C61515	Colony
Sequencing Library	Sequencing Library	NCIT	http://purl.obolibrary.org/obo/NCIT_C148073	Sequencing Library
Tissue Section	Tissue Section	NCIT	http://purl.obolibrary.org/obo/NCIT_C158415	Tissue Section
Blood DNA	Blood DNA	NCIT	http://purl.obolibrary.org/obo/NCIT_C158416	Blood DNA
Frozen Tissue	Frozen Tissue	NCIT	http://purl.obolibrary.org/obo/NCIT_C158417	Frozen Tissue
Stained Specimen	Stained Specimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C158418	Stained Specimen
Citrate Blood Cell Fraction	Citrate Blood Cell Fraction	NCIT	http://purl.obolibrary.org/obo/NCIT_C158461	Citrate Blood Cell Fraction
EDTA Blood Cell Fraction	EDTA Blood Cell Fraction	NCIT	http://purl.obolibrary.org/obo/NCIT_C158462	EDTA Blood Cell Fraction
Ascites Fluid Sample	Ascites Fluid Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C159203	Ascites Fluid Sample
Bone Marrow Core Biopsy Sample	Bone Marrow Core Biopsy Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C159488	Bone Marrow Core Biopsy Sample
Archival Tissue	Archival Tissue	NCIT	http://purl.obolibrary.org/obo/NCIT_C160656	Archival Tissue
Bone Marrow Smear	Bone Marrow Smear	NCIT	http://purl.obolibrary.org/obo/NCIT_C77609	Bone Marrow Smear
Abdominal Fluid	Abdominal Fluid	NCIT	http://purl.obolibrary.org/obo/NCIT_C77611	Abdominal Fluid
Peritoneal Fluid	Peritoneal Fluid	NCIT	http://purl.obolibrary.org/obo/NCIT_C77612	Peritoneal Fluid
Pleural Fluid	Pleural Fluid	NCIT	http://purl.obolibrary.org/obo/NCIT_C77613	Pleural Fluid
Gastric Content	Gastric Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C77614	Gastric Content
Vomitus	Vomitus	NCIT	http://purl.obolibrary.org/obo/NCIT_C77666	Vomitus
Thyroid/Parathyroid	Thyroid/Parathyroid	NCIT	http://purl.obolibrary.org/obo/NCIT_C77667	Thyroid/Parathyroid
Testis/Epididymis	Testis/Epididymis	NCIT	http://purl.obolibrary.org/obo/NCIT_C77668	Testis/Epididymis
Liver/Gallbladder	Liver/Gallbladder	NCIT	http://purl.obolibrary.org/obo/NCIT_C77669	Liver/Gallbladder
Prostate/Seminal Vesicles	Prostate/Seminal Vesicles	NCIT	http://purl.obolibrary.org/obo/NCIT_C77670	Prostate/Seminal Vesicles
Foot/Footpad	Foot/Footpad	NCIT	http://purl.obolibrary.org/obo/NCIT_C77671	Foot/Footpad
Uterus/Ovaries	Uterus/Ovaries	NCIT	http://purl.obolibrary.org/obo/NCIT_C77672	Uterus/Ovaries
Peripheral Blood Film	Peripheral Blood Film	SCDO	http://purl.obolibrary.org/obo/SCDO_0003696	Peripheral Blood Film
Section	Section	NCIT	http://purl.obolibrary.org/obo/NCIT_C25668	Section
Slice	Slice	NCIT	http://purl.obolibrary.org/obo/NCIT_C25682	Slice
Urinary Bladder Stone	Urinary Bladder Stone	NCIT	http://purl.obolibrary.org/obo/NCIT_C26707	Urinary Bladder Stone
Renal Stone	Renal Stone	NCIT	http://purl.obolibrary.org/obo/NCIT_C26807	Renal Stone
Ureteric Stone	Ureteric Stone	NCIT	http://purl.obolibrary.org/obo/NCIT_C26902	Ureteric Stone
Urinary Stone	Urinary Stone	NCIT	http://purl.obolibrary.org/obo/NCIT_C26905	Urinary Stone
Prostatic Stone	Prostatic Stone	NCIT	http://purl.obolibrary.org/obo/NCIT_C26936	Prostatic Stone
Urethral Stone	Urethral Stone	NCIT	http://purl.obolibrary.org/obo/NCIT_C26995	Urethral Stone
Stone	Stone	NCIT	http://purl.obolibrary.org/obo/NCIT_C35708	Stone
Serum or Plasma	Serum or Plasma	NCIT	http://purl.obolibrary.org/obo/NCIT_C105706	Serum or Plasma
Infranatant	Infranatant	NCIT	http://purl.obolibrary.org/obo/NCIT_C106484	Infranatant
Supernatant	Supernatant	NCIT	http://purl.obolibrary.org/obo/NCIT_C106485	Supernatant
Dialysis Fluid	Dialysis Fluid	NCIT	http://purl.obolibrary.org/obo/NCIT_C106515	Dialysis Fluid
Plasma Infranatant	Plasma Infranatant	NCIT	http://purl.obolibrary.org/obo/NCIT_C106554	Plasma Infranatant
Plasma Supernatant	Plasma Supernatant	NCIT	http://purl.obolibrary.org/obo/NCIT_C106555	Plasma Supernatant
Platelet-poor Plasma	Platelet-poor Plasma	NCIT	http://purl.obolibrary.org/obo/NCIT_C106556	Platelet-poor Plasma
Platelet-rich Plasma	Platelet-rich Plasma	NCIT	http://purl.obolibrary.org/obo/NCIT_C106557	Platelet-rich Plasma
Pleural Fluid Infranatant	Pleural Fluid Infranatant	NCIT	http://purl.obolibrary.org/obo/NCIT_C106558	Pleural Fluid Infranatant
Pleural Fluid Supernatant	Pleural Fluid Supernatant	NCIT	http://purl.obolibrary.org/obo/NCIT_C106559	Pleural Fluid Supernatant
Serum Infranatant	Serum Infranatant	NCIT	http://purl.obolibrary.org/obo/NCIT_C106565	Serum Infranatant
Serum Supernatant	Serum Supernatant	NCIT	http://purl.obolibrary.org/obo/NCIT_C106566	Serum Supernatant
Blood Sample	Blood Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C17610	Blood Sample
Biospecimen	Biospecimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C70699	Biospecimen
Umbilical Cord Serum	Umbilical Cord Serum	NCIT	http://purl.obolibrary.org/obo/NCIT_C119550	Umbilical Cord Serum
Arterial Cord Blood	Arterial Cord Blood	NCIT	http://purl.obolibrary.org/obo/NCIT_C120838	Arterial Cord Blood
Venous Cord Blood	Venous Cord Blood	NCIT	http://purl.obolibrary.org/obo/NCIT_C120840	Venous Cord Blood
Proteinaceous Plug	Proteinaceous Plug	NCIT	http://purl.obolibrary.org/obo/NCIT_C120904	Proteinaceous Plug
Umbilical Cord Blood	Umbilical Cord Blood	NCIT	http://purl.obolibrary.org/obo/NCIT_C13300	Umbilical Cord Blood
Fasting Specimen	Fasting Specimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C70701	Fasting Specimen
Non-Fasting Specimen	Non-Fasting Specimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C70702	Non-Fasting Specimen
Gastric Fluid	Gastric Fluid	NCIT	http://purl.obolibrary.org/obo/NCIT_C86998	Gastric Fluid
DU 145	DU 145	NCIT	http://purl.obolibrary.org/obo/NCIT_C93036	DU 145
Host Cell	Host Cell	NCIT	http://purl.obolibrary.org/obo/NCIT_C93037	Host Cell
Viral Oncolysate	Viral Oncolysate	NCIT	http://purl.obolibrary.org/obo/NCIT_C94201	Viral Oncolysate
Oncolysate	Oncolysate	NCIT	http://purl.obolibrary.org/obo/NCIT_C94202	Oncolysate
Autologous Bone Marrow	Autologous Bone Marrow	NCIT	http://purl.obolibrary.org/obo/NCIT_C94406	Autologous Bone Marrow
Plaque	Plaque	NCIT	http://purl.obolibrary.org/obo/NCIT_C95603	Plaque
Ancient DNA	Ancient DNA	NCIT	http://purl.obolibrary.org/obo/NCIT_C95946	Ancient DNA
Mixed Venous Blood	Mixed Venous Blood	NCIT	http://purl.obolibrary.org/obo/NCIT_C158281	Mixed Venous Blood
Urine Sediment	Urine Sediment	NCIT	http://purl.obolibrary.org/obo/NCIT_C158282	Urine Sediment
Rectal Swab Specimen	Rectal Swab Specimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C173641	Rectal Swab Specimen
Nucleic RNA Sample	Nucleic RNA Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C174108	Nucleic RNA Sample
Mixed Adherent Cells in Suspension	Mixed Adherent Cells in Suspension	NCIT	http://purl.obolibrary.org/obo/NCIT_C174118	Mixed Adherent Cells in Suspension
Saliva Sample	Saliva Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C174119	Saliva Sample
Faced Block	Faced Block	NCIT	http://purl.obolibrary.org/obo/NCIT_C128636	Faced Block
Lung/Bronchus/Trachea/Larynx	Lung/Bronchus/Trachea/Larynx	NCIT	http://purl.obolibrary.org/obo/NCIT_C129005	Lung/Bronchus/Trachea/Larynx
Mammalian Cell	Mammalian Cell	NCIT	http://purl.obolibrary.org/obo/NCIT_C12958	Mammalian Cell
Myelodysplastic Syndrome Clone	Myelodysplastic Syndrome Clone	NCIT	http://purl.obolibrary.org/obo/NCIT_C130199	Myelodysplastic Syndrome Clone
Cell Clone	Cell Clone	NCIT	http://purl.obolibrary.org/obo/NCIT_C16441	Cell Clone
Fixed Block	Fixed Block	NCIT	http://purl.obolibrary.org/obo/NCIT_C25436	Fixed Block
Formalin-Fixed Paraffin-Embedded DNA	Formalin-Fixed Paraffin-Embedded DNA	NCIT	http://purl.obolibrary.org/obo/NCIT_C156435	Formalin-Fixed Paraffin-Embedded DNA
Formalin-Fixed Paraffin-Embedded RNA	Formalin-Fixed Paraffin-Embedded RNA	NCIT	http://purl.obolibrary.org/obo/NCIT_C156436	Formalin-Fixed Paraffin-Embedded RNA
REPLI-g Pooled DNA	REPLI-g Pooled DNA	NCIT	http://purl.obolibrary.org/obo/NCIT_C156437	REPLI-g Pooled DNA
REPLI-g X DNA	REPLI-g X DNA	NCIT	http://purl.obolibrary.org/obo/NCIT_C156439	REPLI-g X DNA
Metastatic Tumor Sample	Metastatic Tumor Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C156440	Metastatic Tumor Sample
Sample Derived from New Primary	Sample Derived from New Primary	NCIT	http://purl.obolibrary.org/obo/NCIT_C156441	Sample Derived from New Primary
Cell Line-Derived Xenograft	Cell Line-Derived Xenograft	NCIT	http://purl.obolibrary.org/obo/NCIT_C156443	Cell Line-Derived Xenograft
Post Neoadjuvant Therapy Sample	Post Neoadjuvant Therapy Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C156444	Post Neoadjuvant Therapy Sample
Derived Cell Line	Derived Cell Line	NCIT	http://purl.obolibrary.org/obo/NCIT_C156445	Derived Cell Line
Discharge Body Fluid	Discharge Body Fluid	NCIT	http://purl.obolibrary.org/obo/NCIT_C142366	Discharge Body Fluid
Hybrid Selected Genomic Library	Hybrid Selected Genomic Library	NCIT	http://purl.obolibrary.org/obo/NCIT_C163986	Hybrid Selected Genomic Library
Affinity Enriched Genomic Library	Affinity Enriched Genomic Library	NCIT	http://purl.obolibrary.org/obo/NCIT_C163987	Affinity Enriched Genomic Library
Poly-T Enriched Genomic Library	Poly-T Enriched Genomic Library	NCIT	http://purl.obolibrary.org/obo/NCIT_C163988	Poly-T Enriched Genomic Library
Randomly Selected Genomic Library	Randomly Selected Genomic Library	NCIT	http://purl.obolibrary.org/obo/NCIT_C163989	Randomly Selected Genomic Library
rRNA Depleted Genomic Library	rRNA Depleted Genomic Library	NCIT	http://purl.obolibrary.org/obo/NCIT_C163990	rRNA Depleted Genomic Library
miRNA Size Fractionated Genomic Library	miRNA Size Fractionated Genomic Library	NCIT	http://purl.obolibrary.org/obo/NCIT_C163991	miRNA Size Fractionated Genomic Library
EBV Immortalized Lymphocytes	EBV Immortalized Lymphocytes	NCIT	http://purl.obolibrary.org/obo/NCIT_C163993	EBV Immortalized Lymphocytes
Total RNA	Total RNA	NCIT	http://purl.obolibrary.org/obo/NCIT_C163995	Total RNA
Bone Marrow-Derived Fibroblasts	Bone Marrow-Derived Fibroblasts	NCIT	http://purl.obolibrary.org/obo/NCIT_C164010	Bone Marrow-Derived Fibroblasts
Bone Marrow-Derived Mononuclear Cells	Bone Marrow-Derived Mononuclear Cells	NCIT	http://purl.obolibrary.org/obo/NCIT_C164011	Bone Marrow-Derived Mononuclear Cells
Solid Tissue Specimen	Solid Tissue Specimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C164014	Solid Tissue Specimen
Blood Cancer-Derived Bone Marrow Specimen	Blood Cancer-Derived Bone Marrow Specimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C164015	Blood Cancer-Derived Bone Marrow Specimen
Blood Cancer-Derived Bone Marrow Specimen, Post-Treatment	Blood Cancer-Derived Bone Marrow Specimen, Post-Treatment	NCIT	http://purl.obolibrary.org/obo/NCIT_C164017	Blood Cancer-Derived Bone Marrow Specimen, Post-Treatment
Blood Cancer-Derived Blood Specimen	Blood Cancer-Derived Blood Specimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C164030	Blood Cancer-Derived Blood Specimen
Blood Cancer-Derived Blood Specimen, Post-Treatment	Blood Cancer-Derived Blood Specimen, Post-Treatment	NCIT	http://purl.obolibrary.org/obo/NCIT_C164031	Blood Cancer-Derived Blood Specimen, Post-Treatment
Tumor-Adjacent Normal Specimen	Tumor-Adjacent Normal Specimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C164032	Tumor-Adjacent Normal Specimen
Tumor-Adjacent Normal Post Neoadjuvant Therapy Sample	Tumor-Adjacent Normal Post Neoadjuvant Therapy Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C164033	Tumor-Adjacent Normal Post Neoadjuvant Therapy Sample
Specimen Collection Group	Specimen Collection Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C164425	Specimen Collection Group
Parent Biospecimen	Parent Biospecimen	NCIT	http://purl.obolibrary.org/obo/NCIT_C175532	Parent Biospecimen
Cytoplasmic Fraction	Cytoplasmic Fraction	NCIT	http://purl.obolibrary.org/obo/NCIT_C175572	Cytoplasmic Fraction
Mitochondrial and Nuclear Fraction	Mitochondrial and Nuclear Fraction	NCIT	http://purl.obolibrary.org/obo/NCIT_C175573	Mitochondrial and Nuclear Fraction
Arterialized Capillary Blood	Arterialized Capillary Blood	NCIT	http://purl.obolibrary.org/obo/NCIT_C176369	Arterialized Capillary Blood
Tumor Segment	Tumor Segment	NCIT	http://purl.obolibrary.org/obo/NCIT_C162622	Tumor Segment
Normal Tissue Segment	Normal Tissue Segment	NCIT	http://purl.obolibrary.org/obo/NCIT_C162623	Normal Tissue Segment
Environmental DNA	Environmental DNA	NCIT	http://purl.obolibrary.org/obo/NCIT_C169106	Environmental DNA
Serum or Plasma or Blood	Serum or Plasma or Blood	NCIT	http://purl.obolibrary.org/obo/NCIT_C170628	Serum or Plasma or Blood
Nucleic Acid Aliquot	Nucleic Acid Aliquot	NCIT	http://purl.obolibrary.org/obo/NCIT_C171176	Nucleic Acid Aliquot
Endotracheal Fluid	Endotracheal Fluid	NCIT	http://purl.obolibrary.org/obo/NCIT_C171504	Endotracheal Fluid
Conditionally Reprogrammed Cells	Conditionally Reprogrammed Cells	NCIT	http://purl.obolibrary.org/obo/NCIT_C172257	Conditionally Reprogrammed Cells
Modified Conditionally Reprogrammed Cells	Modified Conditionally Reprogrammed Cells	NCIT	http://purl.obolibrary.org/obo/NCIT_C172258	Modified Conditionally Reprogrammed Cells
Organoid	Organoid	NCIT	http://purl.obolibrary.org/obo/NCIT_C172259	Organoid
Air-Liquid Interface Organoid	Air-Liquid Interface Organoid	NCIT	http://purl.obolibrary.org/obo/NCIT_C172260	Air-Liquid Interface Organoid
Neurosphere	Neurosphere	NCIT	http://purl.obolibrary.org/obo/NCIT_C172261	Neurosphere
Buccal Cell Sample	Buccal Cell Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C172264	Buccal Cell Sample
Formalin-Fixed Paraffin-Embedded Tissue Sample	Formalin-Fixed Paraffin-Embedded Tissue Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C172265	Formalin-Fixed Paraffin-Embedded Tissue Sample
Formalin-Fixed Paraffin-Embedded Tissue Sample from Recurrent Disease	Formalin-Fixed Paraffin-Embedded Tissue Sample from Recurrent Disease	NCIT	http://purl.obolibrary.org/obo/NCIT_C172267	Formalin-Fixed Paraffin-Embedded Tissue Sample from Recurrent Disease
Formalin-Fixed Paraffin-Embedded Tissue Scroll	Formalin-Fixed Paraffin-Embedded Tissue Scroll	NCIT	http://purl.obolibrary.org/obo/NCIT_C172268	Formalin-Fixed Paraffin-Embedded Tissue Scroll
Original Tumor Cell Sample	Original Tumor Cell Sample	NCIT	http://purl.obolibrary.org/obo/NCIT_C172293	Original Tumor Cell Sample
Human Fetal Tissue	Human Fetal Tissue	NCIT	http://purl.obolibrary.org/obo/NCIT_C18841	Human Fetal Tissue
Invertebrate Tissue and Cells	Invertebrate Tissue and Cells	NCIT	http://purl.obolibrary.org/obo/NCIT_C18859	Invertebrate Tissue and Cells
Plant Tissue, Cells	Plant Tissue, Cells	NCIT	http://purl.obolibrary.org/obo/NCIT_C18945	Plant Tissue, Cells
Fresh Tissue	Fresh Tissue	NCIT	http://purl.obolibrary.org/obo/NCIT_C19066	Fresh Tissue
Cryopreserved Tissue	Cryopreserved Tissue	NCIT	http://purl.obolibrary.org/obo/NCIT_C19313	Cryopreserved Tissue
Cryopreserved Cell	Cryopreserved Cell	NCIT	http://purl.obolibrary.org/obo/NCIT_C19314	Cryopreserved Cell
HL60	HL60	NCIT	http://purl.obolibrary.org/obo/NCIT_C19433	HL60
K-562	K-562	NCIT	http://purl.obolibrary.org/obo/NCIT_C19437	K-562
YAC Clone	YAC Clone	NCIT	http://purl.obolibrary.org/obo/NCIT_C1944	YAC Clone
Rat-1	Rat-1	NCIT	http://purl.obolibrary.org/obo/NCIT_C19584	Rat-1
Paraffin Embedded Tissue	Paraffin Embedded Tissue	NCIT	http://purl.obolibrary.org/obo/NCIT_C19597	Paraffin Embedded Tissue
Nuclear Extract	Nuclear Extract	NCIT	http://purl.obolibrary.org/obo/NCIT_C19832	Nuclear Extract
Human Cell Line	Human Cell Line	NCIT	http://purl.obolibrary.org/obo/NCIT_C20218	Human Cell Line
HeLa	HeLa	NCIT	http://purl.obolibrary.org/obo/NCIT_C20226	HeLa
HeLa S3	HeLa S3	NCIT	http://purl.obolibrary.org/obo/NCIT_C20227	HeLa S3
HeLa/SF	HeLa/SF	NCIT	http://purl.obolibrary.org/obo/NCIT_C20228	HeLa/SF
HL-60/MX2	HL-60/MX2	NCIT	http://purl.obolibrary.org/obo/NCIT_C20229	HL-60/MX2
HL-60/MX1	HL-60/MX1	NCIT	http://purl.obolibrary.org/obo/NCIT_C20230	HL-60/MX1
EG Cell Line	EG Cell Line	NCIT	http://purl.obolibrary.org/obo/NCIT_C20231	EG Cell Line
ES Cell Line	ES Cell Line	NCIT	http://purl.obolibrary.org/obo/NCIT_C20232	ES Cell Line
BG01	BG01	NCIT	http://purl.obolibrary.org/obo/NCIT_C20233	BG01
BG02	BG02	NCIT	http://purl.obolibrary.org/obo/NCIT_C20234	BG02
BG03	BG03	NCIT	http://purl.obolibrary.org/obo/NCIT_C20235	BG03
BG04	BG04	NCIT	http://purl.obolibrary.org/obo/NCIT_C20236	BG04
CY12	CY12	NCIT	http://purl.obolibrary.org/obo/NCIT_C20237	CY12
CY30	CY30	NCIT	http://purl.obolibrary.org/obo/NCIT_C20238	CY30
CY40	CY40	NCIT	http://purl.obolibrary.org/obo/NCIT_C20239	CY40
CY51	CY51	NCIT	http://purl.obolibrary.org/obo/NCIT_C20240	CY51
CY81	CY81	NCIT	http://purl.obolibrary.org/obo/NCIT_C20241	CY81
CY82	CY82	NCIT	http://purl.obolibrary.org/obo/NCIT_C20242	CY82
CY91	CY91	NCIT	http://purl.obolibrary.org/obo/NCIT_C20243	CY91
CY92	CY92	NCIT	http://purl.obolibrary.org/obo/NCIT_C20244	CY92
CY10	CY10	NCIT	http://purl.obolibrary.org/obo/NCIT_C20245	CY10
CyThera ES Cell Line	CyThera ES Cell Line	NCIT	http://purl.obolibrary.org/obo/NCIT_C20246	CyThera ES Cell Line
BresaGen ES Cell Line	BresaGen ES Cell Line	NCIT	http://purl.obolibrary.org/obo/NCIT_C20247	BresaGen ES Cell Line
ES ES Cell Line	ES ES Cell Line	NCIT	http://purl.obolibrary.org/obo/NCIT_C20248	ES ES Cell Line
ES01	ES01	NCIT	http://purl.obolibrary.org/obo/NCIT_C20249	ES01
ES02	ES02	NCIT	http://purl.obolibrary.org/obo/NCIT_C20250	ES02
ES03	ES03	NCIT	http://purl.obolibrary.org/obo/NCIT_C20251	ES03
ES04	ES04	NCIT	http://purl.obolibrary.org/obo/NCIT_C20252	ES04
ES05	ES05	NCIT	http://purl.obolibrary.org/obo/NCIT_C20253	ES05
ES06	ES06	NCIT	http://purl.obolibrary.org/obo/NCIT_C20254	ES06
Geron ES Cell Line	Geron ES Cell Line	NCIT	http://purl.obolibrary.org/obo/NCIT_C20255	Geron ES Cell Line
