value_en	description_en	codesystem	code	description_code
PP tube ≥5mL (-85) to (-60)°C	Polypropylene tube ≥5mL at (-85) to (-60)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_J	PP tube ≥5mL (-85) to (-60)°C
PP tube ≥5mL (-35) to (-18)°C	Polypropylene tube ≥5mL at (-35) to (-18)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_K	PP tube ≥5mL (-35) to (-18)°C
Microplate well (-85) to (-60)°C	Microplate well at (-85) to (-60)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_L	Microplate well (-85) to (-60)°C
Microplate well (-35) to (-18)°C	Microplate well at (-35) to (-18)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_M	Microplate well (-35) to (-18)°C
Cryotube 1–2mL LN after temporary (-85) to (-60)°C	Cryotube 1–2mL in liquid nitrogen, refers to either vapor or liquid phase, after temporary (-85) to (-60)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_N	Cryotube 1–2mL LN after temporary (-85) to (-60)°C
Straw LN after temporary (-85) to (-60)°C	Straw in liquid nitrogen, refers to either vapor or liquid phase, after temporary (-85) to (-60)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_O	Straw LN after temporary (-85) to (-60)°C
Paraffin block RT or 2 to 10°C	Paraffin block at room temperature or 2 to 10°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_P	Paraffin block RT or 2 to 10°C
Paraffin block (-35) to (-18)°C	Paraffin block at (-35) to (-18)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_U	Paraffin block (-35) to (-18)°C
Bag LN	Bag in liquid nitrogen, refers to either vapor or liquid phase	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_Q	Bag LN
Dry technology medium RT	Dry technology medium at room temperature	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_R	Dry technology medium RT
PP tube 40–500 μL (-85) to (-60)°C	Polypropylene tube 40–500 μL at (-85) to (-60)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_S	PP tube 40–500 μL (-85) to (-60)°C
PP tube 40–500 μL (-35) to (-18)°C	Polypropylene tube 40–500 μL at (-35) to (-18)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_T	PP tube 40–500 μL (-35) to (-18)°C
PP tube 40–500 μL <-135°C	Polypropylene tube 40–500 μL at <-135°C, may correspond to liquid nitrogen vapor phase or to -150°C electrical freezer	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_W	PP tube 40–500 μL <-135°C
Original primary container (-35) to (-18)°C or (-85) to (-60)°C	Original primary container at (-35) to (-18)°C or (-85) to (-60)°C	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_Y	Original primary container (-35) to (-18)°C or (-85) to (-60)°C
Unknown	Unknown	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_X	Unknown
Other	Other	SPRECv3.0	https://medical-data-models.org/details/40242#Storage_Z	Other
NoInformation (NI, nullflavor)	The value is exceptional (missing, omitted, incomplete, improper). No information as to the reason for being an exceptional value is provided. This is the most general exceptional value. It is also the default exceptional value.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NI	NoInformation (NI, nullflavor)
Invalid (INV, nullflavor)	The value as represented in the instance is not a member of the set of permitted data values in the constrained value domain of a variable.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#INV	Invalid (INV, nullflavor)
Derived (DER, nullflavor)	An actual value may exist, but it must be derived from the provided information (usually an EXPR generic data type extension will be used to convey the derivation expression .	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#DER	Derived (DER, nullflavor)
Other (OTH, nullflavor)	The actual value is not a member of the set of permitted data values in the constrained value domain of a variable.The actual value is not a member of the set of permitted data values in the constrained value domain of a variable. (e.g., concept not provided by required code system).	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#OTH	Other (OTH, nullflavor)
Negative infinity (NINF, nullflavor)	Negative infinity of numbers.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NINF	Negative infinity (NINF, nullflavor)
Positive infinity (PINF, nullflavor)	Positive infinity of numbers.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#PINF	Positive infinity (PINF, nullflavor)
Un-encoded (UNC, nullflavor)	The actual value has not yet been encoded within the approved value domain.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#UNC	Un-encoded (UNC, nullflavor)
Masked (MSK, nullflavor)	There is information on this item available but it has not been provided by the sender due to security, privacy or other reasons. There may be an alternate mechanism for gaining access to this information.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#MSK	Masked (MSK, nullflavor)
Not applicable (NA, nullflavor)	Known to have no proper value (e.g., last menstrual period for a male).	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NA	Not applicable (NA, nullflavor)
Unknown (UNK, nullflavor)	A proper value is applicable, but not known.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#UNK	Unknown (UNK, nullflavor)
Asked but unknown (ASKU, nullflavor)	Information was sought but not found (e.g., patient was asked but didn't know)	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#ASKU	Asked but unknown (ASKU, nullflavor)
Temporarily unavailable (NAV, nullflavor)	Information is not available at this time but it is expected that it will be available later.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NAV	Temporarily unavailable (NAV, nullflavor)
Not asked (NASK, nullflavor)	This information has not been sought. (e.g., patient was not asked)	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NASK	Not asked (NASK, nullflavor)
Not available (NAVU, nullflavor)	Information is not available at this time (with no expectation regarding whether it will or will not be available in the future).	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NAVU	Not available (NAVU, nullflavor)
Sufficient quantity (QS, nullflavor)	The specific quantity is not known, but is known to be non-zero and is not specified because it makes up the bulk of the material. e.g. 'Add 10mg of ingredient X, 50mg of ingredient Y, and sufficient quantity of water to 100mL.' The null flavor would be used to express the quantity of water.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#QS	Sufficient quantity (QS, nullflavor)
Trace (TRC, nullflavor)	The content is greater than zero, but too small to be quantified.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#TRC	Trace (TRC, nullflavor)
