value	description	codesystem	code	iri
Erasmus MC Biobank	Erasmus MC Biobank	BBMRI-ERIC	NL_AAAACW5FCXM3MZSUAVNCZ2AAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACW5FCXM3MZSUAVNCZ2AAAE
Erasmus MC Tissue Biobank	Erasmus MC Tissue Biobank	BBMRI-ERIC	NL_AAAACXPF2POVSACQK2ME25QAAI	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPF2POVSACQK2ME25QAAI
Erasmus Rucphen Family Study Biobank	Erasmus Rucphen Family Study Biobank	BBMRI-ERIC	NL_AAAACXPKEZGNYACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKEZGNYACQK2ME25QAAE
ERGO Biobank	ERGO Biobank	BBMRI-ERIC	NL_AAAACXPKHAQOYACQK2ME25QAAI	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKHAQOYACQK2ME25QAAI
EUGENDA Biobank	EUGENDA Biobank	BBMRI-ERIC	NL_AAAACXPRDNXUMACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPRDNXUMACQK2ME25QAAE
Family and Health Biobank	Family and Health Biobank	BBMRI-ERIC	NL_AAAACXPRDRIO6ACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPRDRIO6ACQK2ME25QAAE
Fetal Aneuploidy Biobank	Fetal Aneuploidy Biobank	BBMRI-ERIC	NL_aaaac2dvrk2a6acqk2mpm4yaai	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_aaaac2dvrk2a6acqk2mpm4yaai
Fronto-temporal Dementia Biobank	Fronto-temporal Dementia Biobank	BBMRI-ERIC	NL_AAAACXPFW2H7KACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFW2H7KACQK2ME25QAAE
Generation R Biobank	Generation R Biobank	BBMRI-ERIC	NL_AAAACXPKEJXLSACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKEJXLSACQK2ME25QAAE
Genetic risk factors in Familial Hypercholesterolemia	Genetic risk factors in Familial Hypercholesterolemia	BBMRI-ERIC	NL_AAAACXS4EZXBQACQK2MBZ5YAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXS4EZXBQACQK2MBZ5YAAE
Genetics, Arthrosis and Progression Biobank	Genetics, Arthrosis and Progression Biobank	BBMRI-ERIC	NL_AAAACXPATMOWYACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPATMOWYACQK2ME25QAAM
GenoMEL Biobank	GenoMEL Biobank	BBMRI-ERIC	NL_AAAACXPKTCIZGACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKTCIZGACQK2ME25QAAM
Ghana Study Biobank	Ghana Study Biobank	BBMRI-ERIC	NL_AAAACXPJYUZMIACQK2ME25QAAI	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPJYUZMIACQK2ME25QAAI
Healthy LIfe in an Urban Setting Biobank	Healthy LIfe in an Urban Setting Biobank	BBMRI-ERIC	NL_AAAACXPF2EYBEACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPF2EYBEACQK2ME25QAAM
Hemochromatosis family study biobank	Hemochromatosis family study biobank	BBMRI-ERIC	NL_AAAACXPAPKLICACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPAPKLICACQK2ME25QAAE
HIV Host genetics cohort Biobank	HIV Host genetics cohort Biobank	BBMRI-ERIC	NL_AAAACXPFWJPCYACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFWJPCYACQK2ME25QAAE
Hoofd-halskanker Biobank	Hoofd-halskanker Biobank	BBMRI-ERIC	NL_aaaac2dvrk2baacqk2mpm4yaai	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_aaaac2dvrk2baacqk2mpm4yaai
Hoorn Study Biobank	Hoorn Study Biobank	BBMRI-ERIC	NL_AAAACXPK6TQCOACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPK6TQCOACQK2ME25QAAE
Hyperlipidemia Biobank	Hyperlipidemia Biobank	BBMRI-ERIC	NL_AAAACXTCGNZLWACQK2MBZ5YAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXTCGNZLWACQK2MBZ5YAAE
ID1000 Biobank	ID1000 Biobank	BBMRI-ERIC	NL_AAAACXPJZNKPOACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPJZNKPOACQK2ME25QAAE
Inflammatory Bowel Disease Zuid Limburg Biobank	Inflammatory Bowel Disease Zuid Limburg Biobank	BBMRI-ERIC	NL_AAAACXPFVEJHAACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFVEJHAACQK2ME25QAAE
KNOOPGenetic and Asthma together	KNOOPGenetic and Asthma together	BBMRI-ERIC	NL_AAAACXPAWIJHOACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPAWIJHOACQK2ME25QAAE
LASA Biobank	LASA Biobank	BBMRI-ERIC	NL_AAAACXPRCP2M6ACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPRCP2M6ACQK2ME25QAAE
Leiden University Medical Center Biobank	Leiden University Medical Center Biobank	BBMRI-ERIC	NL_AAAACXJQEK6I4ACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXJQEK6I4ACQK2ME25QAAE
Leidsche Rijn Gezondheid Study Biobank	Leidsche Rijn Gezondheid Study Biobank	BBMRI-ERIC	NL_AAAACXPFROFN6ACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFROFN6ACQK2ME25QAAM
Lifelines Biobank	Lifelines Biobank	BBMRI-ERIC	NL_AAAACXPAWTUFCACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPAWTUFCACQK2ME25QAAM
Lipidpoli Biobank	Lipidpoli Biobank	BBMRI-ERIC	NL_AAAACXPLAX4VSACQK2ME25QAAI	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPLAX4VSACQK2ME25QAAI
LUMINA Biobank	LUMINA Biobank	BBMRI-ERIC	NL_AAAACXPFXCFPSACQK2ME25QAAI	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFXCFPSACQK2ME25QAAI
MeninGene Biobank	MeninGene Biobank	BBMRI-ERIC	NL_AAAACW7MF7WRMACQK2MD37AAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACW7MF7WRMACQK2MD37AAAE
MINDACT Biobank	MINDACT Biobank	BBMRI-ERIC	NL_AAAACXPKTOQW6ACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKTOQW6ACQK2ME25QAAE
Myopia Study Biobank	Myopia Study Biobank	BBMRI-ERIC	NL_AAAACXPJYFQTKACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPJYFQTKACQK2ME25QAAE
National Twin Registry and Netherlands Study of Depression and Anxiety Biobank	National Twin Registry and Netherlands Study of Depression and Anxiety Biobank	BBMRI-ERIC	NL_AAAACXPAVQE52ACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPAVQE52ACQK2ME25QAAE
NELSON Biobank	NELSON Biobank	BBMRI-ERIC	NL_AAAACXPKSH53MACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKSH53MACQK2ME25QAAE
NEO Study Biobank	NEO Study Biobank	BBMRI-ERIC	NL_AAAACXPKCIJ6KACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKCIJ6KACQK2ME25QAAE
NESCOG Biobank	NESCOG Biobank	BBMRI-ERIC	NL_AAAACXPKGLJLKACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKGLJLKACQK2ME25QAAE
Netherlands Brain Bank	Netherlands Brain Bank	BBMRI-ERIC	NL_AAAACXAVZYY2YACQK2MD37AAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXAVZYY2YACQK2MD37AAAE
Netherlands Study Depression and Anxiety Biobank	Netherlands Study Depression and Anxiety Biobank	BBMRI-ERIC	NL_AAAACXPAVYJOOACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPAVYJOOACQK2ME25QAAE
Netherlands Twin Register Biobank	Netherlands Twin Register Biobank	BBMRI-ERIC	NL_AAAACXPKDOM6AACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKDOM6AACQK2ME25QAAE
NeuroUnit Biomarkers for Inflammation and Neurodegeneration	NeuroUnit Biomarkers for Inflammation and Neurodegeneration	BBMRI-ERIC	NL_AAAACXPAJZC52ACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPAJZC52ACQK2ME25QAAE
New Hoorn Study Biobank	New Hoorn Study Biobank	BBMRI-ERIC	NL_AAAACXPF4VZU4ACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPF4VZU4ACQK2ME25QAAM
NL Perinatal Screening Biobank	NL Perinatal Screening Biobank	BBMRI-ERIC	NL_AAAACXPF3FZEAACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPF3FZEAACQK2ME25QAAM
NOAC Biobank	NOAC Biobank	BBMRI-ERIC	NL_AAAACYWZIFEXYACQK2MDM4QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACYWZIFEXYACQK2MDM4QAAM
Obesity Center CGG biobank	Obesity Center CGG biobank	BBMRI-ERIC	NL_aaaac2dvrk2baacqk2mpm4yaam	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_aaaac2dvrk2baacqk2mpm4yaam
Occupational asthma Biobank	Occupational asthma Biobank	BBMRI-ERIC	NL_AAAACXPKSBQFGACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKSBQFGACQK2ME25QAAE
Oogziekenhuis Biobank	Oogziekenhuis Biobank	BBMRI-ERIC	NL_AAAACXPJXYJXSACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPJXYJXSACQK2ME25QAAE
ORIGO Biobank	ORIGO Biobank	BBMRI-ERIC	NL_AAAACXPKM4ZVGACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKM4ZVGACQK2ME25QAAE
PACMAN Biobank	PACMAN Biobank	BBMRI-ERIC	NL_AAAACXPRARQ4KACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPRARQ4KACQK2ME25QAAE
PALGA	PALGA	BBMRI-ERIC	NL_aaaacz5gvxsieacqk2mgyyqaae	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_aaaacz5gvxsieacqk2mgyyqaae
Parelsnoer	Parelsnoer	BBMRI-ERIC	NL_aaaacz5nbabrsacqk2mgyyqaae	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_aaaacz5nbabrsacqk2mgyyqaae
PARISK	PARISK	BBMRI-ERIC	NL_aaaacz5nb2ytqacqk2mgyyqaae	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_aaaacz5nb2ytqacqk2mgyyqaae
PAS Biobank	PAS Biobank	BBMRI-ERIC	NL_AAAACXS4EWC6CACQK2MBZ5YAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXS4EWC6CACQK2MBZ5YAAE
PIAMA Biobank	PIAMA Biobank	BBMRI-ERIC	NL_AAAACXPKKEALKACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKKEALKACQK2ME25QAAE
POPS Biobank	POPS Biobank	BBMRI-ERIC	NL_AAAACXPKFIXU4ACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKFIXU4ACQK2ME25QAAE
Postpartum psychosis biobank	Postpartum psychosis biobank	BBMRI-ERIC	NL_aaaac2dvrk2baacqk2mpm4yaau	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_aaaac2dvrk2baacqk2mpm4yaau
PPHVZ Biobank	PPHVZ Biobank	BBMRI-ERIC	NL_AAAACXPKT6T6WACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKT6T6WACQK2ME25QAAM
PRECISION Biobank	PRECISION Biobank	BBMRI-ERIC	NL_AAAACYWYFU3V4ACQK2MDM4QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACYWYFU3V4ACQK2MDM4QAAM
Radboud Biobank	Radboud Biobank	BBMRI-ERIC	NL_RBB	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_RBB
RECOGIDAS MUESTRAS Biobank	RECOGIDAS MUESTRAS Biobank	BBMRI-ERIC	NL_AAAACXPFMQJ7WACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFMQJ7WACQK2ME25QAAM
Research Arthritis and Articular Cartilage Biobank	Research Arthritis and Articular Cartilage Biobank	BBMRI-ERIC	NL_AAAACXPF4GVAEACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPF4GVAEACQK2ME25QAAE
Rijksdienst voor Volksgezondheid en Milieu	Rijksdienst voor Volksgezondheid en Milieu	BBMRI-ERIC	NL_AAAACXPRA5XCUACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPRA5XCUACQK2ME25QAAE
Severely Obese Individuals Maastricht	Severely Obese Individuals Maastricht	BBMRI-ERIC	NL_AAAACXPFU3BUUACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFU3BUUACQK2ME25QAAE
SIMPEL trials Biobank	SIMPEL trials Biobank	BBMRI-ERIC	NL_aaaaczwp435cwacqk2mo6qaaae	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_aaaaczwp435cwacqk2mo6qaaae
SMART Biobank	SMART Biobank	BBMRI-ERIC	NL_AAAACXPKUTPDUACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPKUTPDUACQK2ME25QAAE
SMILE Biobank	SMILE Biobank	BBMRI-ERIC	NL_AAAACXPRAZEXWACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPRAZEXWACQK2ME25QAAE
Surinamese in the netherlands: study on ethnicity and health Biobank	Surinamese in the netherlands: study on ethnicity and health Biobank	BBMRI-ERIC	NL_AAAACXPFMLKW2ACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPFMLKW2ACQK2ME25QAAE
Tamoxifen Exemestane Adjuvant Multinational Biobank	Tamoxifen Exemestane Adjuvant Multinational Biobank	BBMRI-ERIC	NL_AAAACXPF3ZSUWACQK2ME25QAAM	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPF3ZSUWACQK2ME25QAAM
The Nightingale Study Biobank	The Nightingale Study Biobank	BBMRI-ERIC	NL_AAAACXPLBYGYCACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXPLBYGYCACQK2ME25QAAE
TRAILS biobank	TRAILS biobank	BBMRI-ERIC	NL_AAAACXO74P6CWACQK2ME25QAAE	https://directory.bbmri-eric.eu/menu/main/app-molgenis-app-biobank-explorer/biobank/bbmri-eric:ID:NL_AAAACXO74P6CWACQK2ME25QAAE
