value,description,codesystem,code,iri
"bismuth subcitrate","bismuth subcitrate","UATC","A02BX05","http://purl.bioontology.org/ontology/UATC/A02BX05"
"attapulgite, combinations","attapulgite, combinations","UATC","A07BC54","http://purl.bioontology.org/ontology/UATC/A07BC54"
"trimethyldiphenylpropylamine","trimethyldiphenylpropylamine","UATC","A03AX30","http://purl.bioontology.org/ontology/UATC/A03AX30"
"CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","UATC","L01D","http://purl.bioontology.org/ontology/UATC/L01D"
"multienzymes (lipase, protease etc.)","multienzymes (lipase, protease etc.)","UATC","A09AA02","http://purl.bioontology.org/ontology/UATC/A09AA02"
"norgestimate and ethinylestradiol","norgestimate and ethinylestradiol","UATC","G03AA11","http://purl.bioontology.org/ontology/UATC/G03AA11"
"polidocanol","polidocanol","UATC","C05BB02","http://purl.bioontology.org/ontology/UATC/C05BB02"
"buspirone","buspirone","UATC","N05BE01","http://purl.bioontology.org/ontology/UATC/N05BE01"
"temocillin","temocillin","UATC","J01CA17","http://purl.bioontology.org/ontology/UATC/J01CA17"
"Nitroferricyanide derivatives acting on arteriolar smooth muscle","Nitroferricyanide derivatives acting on arteriolar smooth muscle","UATC","C02DD","http://purl.bioontology.org/ontology/UATC/C02DD"
"Salt irrigating solutions","Salt irrigating solutions","UATC","B05CB","http://purl.bioontology.org/ontology/UATC/B05CB"
"iodine (131I) human albumin","iodine (131I) human albumin","UATC","V09XA03","http://purl.bioontology.org/ontology/UATC/V09XA03"
"Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics","Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics","UATC","S01EC","http://purl.bioontology.org/ontology/UATC/S01EC"
"itramin tosilate","itramin tosilate","UATC","C01DX01","http://purl.bioontology.org/ontology/UATC/C01DX01"
"dapoxetine","dapoxetine","UATC","G04BX14","http://purl.bioontology.org/ontology/UATC/G04BX14"
"aclidinium bromide","aclidinium bromide","UATC","R03BB05","http://purl.bioontology.org/ontology/UATC/R03BB05"
"losartan and amlodipine","losartan and amlodipine","UATC","C09DB06","http://purl.bioontology.org/ontology/UATC/C09DB06"
"magnesium peroxide","magnesium peroxide","UATC","A02AA03","http://purl.bioontology.org/ontology/UATC/A02AA03"
"diprophylline, combinations","diprophylline, combinations","UATC","R03DA51","http://purl.bioontology.org/ontology/UATC/R03DA51"
"Substance","Substance","STY","T167","http://purl.bioontology.org/ontology/STY/T167"
"methoxsalen","methoxsalen","UATC","D05BA02","http://purl.bioontology.org/ontology/UATC/D05BA02"
"mercury, metallic","mercury, metallic","UATC","D08AK05","http://purl.bioontology.org/ontology/UATC/D08AK05"
"Guanine derivatives, peripherally acting antiadrenergic agents","Guanine derivatives, peripherally acting antiadrenergic agents","UATC","C02CC","http://purl.bioontology.org/ontology/UATC/C02CC"
"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON","ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON","UATC","C02D","http://purl.bioontology.org/ontology/UATC/C02D"
"megestrol","megestrol","UATC","L02AB01","http://purl.bioontology.org/ontology/UATC/L02AB01"
"nicomorphine","nicomorphine","UATC","N02AA04","http://purl.bioontology.org/ontology/UATC/N02AA04"
"Ethers for general anesthesia","Ethers for general anesthesia","UATC","N01AA","http://purl.bioontology.org/ontology/UATC/N01AA"
"technetium (99mTc) mertiatide","technetium (99mTc) mertiatide","UATC","V09CA03","http://purl.bioontology.org/ontology/UATC/V09CA03"
"cilazapril","cilazapril","UATC","C09AA08","http://purl.bioontology.org/ontology/UATC/C09AA08"
"bifonazole","bifonazole","UATC","D01AC10","http://purl.bioontology.org/ontology/UATC/D01AC10"
"candesartan","candesartan","UATC","C09CA06","http://purl.bioontology.org/ontology/UATC/C09CA06"
"sulglicotide","sulglicotide","UATC","A02BX08","http://purl.bioontology.org/ontology/UATC/A02BX08"
"labetalol and thiazides","labetalol and thiazides","UATC","C07BG01","http://purl.bioontology.org/ontology/UATC/C07BG01"
"esketamine","esketamine","UATC","N01AX14","http://purl.bioontology.org/ontology/UATC/N01AX14"
"rhenium (186Re) etidronic acid","rhenium (186Re) etidronic acid","UATC","V10BX03","http://purl.bioontology.org/ontology/UATC/V10BX03"
"hemoglobin raffimer","hemoglobin raffimer","UATC","B05AA09","http://purl.bioontology.org/ontology/UATC/B05AA09"
"mirabegron","mirabegron","UATC","G04BD12","http://purl.bioontology.org/ontology/UATC/G04BD12"
"atorvastatin, acetylsalicylic acid and ramipril","atorvastatin, acetylsalicylic acid and ramipril","UATC","C10BX06","http://purl.bioontology.org/ontology/UATC/C10BX06"
"urokinase","urokinase","UATC","B01AD04","http://purl.bioontology.org/ontology/UATC/B01AD04"
"Retinoids for treatment of psoriasis","Retinoids for treatment of psoriasis","UATC","D05BB","http://purl.bioontology.org/ontology/UATC/D05BB"
"multienzymes and acid preparations","multienzymes and acid preparations","UATC","A09AC02","http://purl.bioontology.org/ontology/UATC/A09AC02"
"pindolol","pindolol","UATC","C07AA03","http://purl.bioontology.org/ontology/UATC/C07AA03"
"tridihexethyl","tridihexethyl","UATC","A03AB08","http://purl.bioontology.org/ontology/UATC/A03AB08"
"tioconazole","tioconazole","UATC","D01AC07","http://purl.bioontology.org/ontology/UATC/D01AC07"
"Barium sulfate containing X-ray contrast media","Barium sulfate containing X-ray contrast media","UATC","V08BA","http://purl.bioontology.org/ontology/UATC/V08BA"
"valaciclovir","valaciclovir","UATC","J05AB11","http://purl.bioontology.org/ontology/UATC/J05AB11"
"choline fenofibrate","choline fenofibrate","UATC","C10AB11","http://purl.bioontology.org/ontology/UATC/C10AB11"
"g-strophanthin","g-strophanthin","UATC","C01AC01","http://purl.bioontology.org/ontology/UATC/C01AC01"
"DIAGNOSTIC AGENTS","DIAGNOSTIC AGENTS","UATC","V04","http://purl.bioontology.org/ontology/UATC/V04"
"dipyrocetyl, combinations with psycholeptics","dipyrocetyl, combinations with psycholeptics","UATC","N02BA79","http://purl.bioontology.org/ontology/UATC/N02BA79"
"reserpine and diuretics, combinations with psycholeptics","reserpine and diuretics, combinations with psycholeptics","UATC","C02LA71","http://purl.bioontology.org/ontology/UATC/C02LA71"
"esomeprazole, amoxicillin and clarithromycin","esomeprazole, amoxicillin and clarithromycin","UATC","A02BD06","http://purl.bioontology.org/ontology/UATC/A02BD06"
"methohexital","methohexital","UATC","N05CA15","http://purl.bioontology.org/ontology/UATC/N05CA15"
"formestane","formestane","UATC","L02BG02","http://purl.bioontology.org/ontology/UATC/L02BG02"
"phenylpropanolamine, combinations","phenylpropanolamine, combinations","UATC","R01BA51","http://purl.bioontology.org/ontology/UATC/R01BA51"
"maribavir","maribavir","UATC","J05AX10","http://purl.bioontology.org/ontology/UATC/J05AX10"
"estradiol, combinations","estradiol, combinations","UATC","G03CA53","http://purl.bioontology.org/ontology/UATC/G03CA53"
"salbutamol","salbutamol","UATC","R03AC02","http://purl.bioontology.org/ontology/UATC/R03AC02"
"anthrax immunoglobulin","anthrax immunoglobulin","UATC","J06BB19","http://purl.bioontology.org/ontology/UATC/J06BB19"
"bevantolol and thiazides","bevantolol and thiazides","UATC","C07BB06","http://purl.bioontology.org/ontology/UATC/C07BB06"
"ethyl hydroxybenzoate","ethyl hydroxybenzoate","UATC","D01AE10","http://purl.bioontology.org/ontology/UATC/D01AE10"
"Tertiary amines, anticholinergic","Tertiary amines, anticholinergic","UATC","N04AA","http://purl.bioontology.org/ontology/UATC/N04AA"
"Low-ceiling diuretics and potassium-sparing agents","Low-ceiling diuretics and potassium-sparing agents","UATC","C03EA","http://purl.bioontology.org/ontology/UATC/C03EA"
"temafloxacin","temafloxacin","UATC","J01MA05","http://purl.bioontology.org/ontology/UATC/J01MA05"
"nitrofural","nitrofural","UATC","S01AX04","http://purl.bioontology.org/ontology/UATC/S01AX04"
"diphenhydramine","diphenhydramine","UATC","R06AA02","http://purl.bioontology.org/ontology/UATC/R06AA02"
"dofetilide","dofetilide","UATC","C01BD04","http://purl.bioontology.org/ontology/UATC/C01BD04"
"Solutions producing osmotic diuresis","Solutions producing osmotic diuresis","UATC","B05BC","http://purl.bioontology.org/ontology/UATC/B05BC"
"aurothioglucose","aurothioglucose","UATC","M01CB04","http://purl.bioontology.org/ontology/UATC/M01CB04"
"cholic acid","cholic acid","UATC","A05AA03","http://purl.bioontology.org/ontology/UATC/A05AA03"
"glycobiarsol, combinations","glycobiarsol, combinations","UATC","P01AR53","http://purl.bioontology.org/ontology/UATC/P01AR53"
"tacrine","tacrine","UATC","N06DA01","http://purl.bioontology.org/ontology/UATC/N06DA01"
"epinephrine","epinephrine","UATC","A01AD01","http://purl.bioontology.org/ontology/UATC/A01AD01"
"ethambutol","ethambutol","UATC","J04AK02","http://purl.bioontology.org/ontology/UATC/J04AK02"
"lonazolac","lonazolac","UATC","M01AB09","http://purl.bioontology.org/ontology/UATC/M01AB09"
"norgestrel and estrogen","norgestrel and estrogen","UATC","G03FB01","http://purl.bioontology.org/ontology/UATC/G03FB01"
"Antacids with sodium bicarbonate","Antacids with sodium bicarbonate","UATC","A02AH","http://purl.bioontology.org/ontology/UATC/A02AH"
"levodropropizine","levodropropizine","UATC","R05DB27","http://purl.bioontology.org/ontology/UATC/R05DB27"
"cloxazolam","cloxazolam","UATC","N05BA22","http://purl.bioontology.org/ontology/UATC/N05BA22"
"blinatumomab","blinatumomab","UATC","L01XC19","http://purl.bioontology.org/ontology/UATC/L01XC19"
"OTHER COLD PREPARATIONS in ATC","OTHER COLD PREPARATIONS in ATC","UATC","R05X","http://purl.bioontology.org/ontology/UATC/R05X"
"vorozole","vorozole","UATC","L02BG05","http://purl.bioontology.org/ontology/UATC/L02BG05"
"ANABOLIC STEROIDS","ANABOLIC STEROIDS","UATC","A14A","http://purl.bioontology.org/ontology/UATC/A14A"
"Nicotinic acid and derivatives, lipid modifying, plain","Nicotinic acid and derivatives, lipid modifying, plain","UATC","C10AD","http://purl.bioontology.org/ontology/UATC/C10AD"
"sodium borate","sodium borate","UATC","S01AX07","http://purl.bioontology.org/ontology/UATC/S01AX07"
"dexetimide","dexetimide","UATC","N04AA08","http://purl.bioontology.org/ontology/UATC/N04AA08"
"mitoguazone","mitoguazone","UATC","L01XX16","http://purl.bioontology.org/ontology/UATC/L01XX16"
"estradiol","estradiol","UATC","G03CA03","http://purl.bioontology.org/ontology/UATC/G03CA03"
"methyltestosterone and estrogen","methyltestosterone and estrogen","UATC","G03EA01","http://purl.bioontology.org/ontology/UATC/G03EA01"
"altretamine","altretamine","UATC","L01XX03","http://purl.bioontology.org/ontology/UATC/L01XX03"
"niclosamide","niclosamide","UATC","P02DA01","http://purl.bioontology.org/ontology/UATC/P02DA01"
"Machine Activity","Machine Activity","STY","T066","http://purl.bioontology.org/ontology/STY/T066"
"bedaquiline","bedaquiline","UATC","J04AK05","http://purl.bioontology.org/ontology/UATC/J04AK05"
"Tumor necrosis factor alpha (TNF-) inhibitors","Tumor necrosis factor alpha (TNF-) inhibitors","UATC","L04AB","http://purl.bioontology.org/ontology/UATC/L04AB"
"eszopiclone","eszopiclone","UATC","N05CF04","http://purl.bioontology.org/ontology/UATC/N05CF04"
"Sign or Symptom","Sign or Symptom","STY","T184","http://purl.bioontology.org/ontology/STY/T184"
"LIPID MODIFYING AGENTS, PLAIN","LIPID MODIFYING AGENTS, PLAIN","UATC","C10A","http://purl.bioontology.org/ontology/UATC/C10A"
"Calcium channel blockers and diuretics","Calcium channel blockers and diuretics","UATC","C08GA","http://purl.bioontology.org/ontology/UATC/C08GA"
"Corticosteroids","Corticosteroids","UATC","S02BA","http://purl.bioontology.org/ontology/UATC/S02BA"
"amino(diphenylhydantoin) valeric acid","amino(diphenylhydantoin) valeric acid","UATC","N03AB03","http://purl.bioontology.org/ontology/UATC/N03AB03"
"idoxuridine","idoxuridine","UATC","D06BB01","http://purl.bioontology.org/ontology/UATC/D06BB01"
"droperidol","droperidol","UATC","N05AD08","http://purl.bioontology.org/ontology/UATC/N05AD08"
"Vitamin B1, plain","Vitamin B1, plain","UATC","A11DA","http://purl.bioontology.org/ontology/UATC/A11DA"
"lormetazepam","lormetazepam","UATC","N05CD06","http://purl.bioontology.org/ontology/UATC/N05CD06"
"propenidazole","propenidazole","UATC","G01AF14","http://purl.bioontology.org/ontology/UATC/G01AF14"
"fusidic acid","fusidic acid","UATC","J01XC01","http://purl.bioontology.org/ontology/UATC/J01XC01"
"Chemical","Chemical","STY","T103","http://purl.bioontology.org/ontology/STY/T103"
"propamidine","propamidine","UATC","D08AC03","http://purl.bioontology.org/ontology/UATC/D08AC03"
"sulfamethoxazole and trimethoprim","sulfamethoxazole and trimethoprim","UATC","J01EE01","http://purl.bioontology.org/ontology/UATC/J01EE01"
"picodralazine and diuretics","picodralazine and diuretics","UATC","C02LG03","http://purl.bioontology.org/ontology/UATC/C02LG03"
"megestrol and estrogen","megestrol and estrogen","UATC","G03FB04","http://purl.bioontology.org/ontology/UATC/G03FB04"
"calcium hexamine thiocyanate","calcium hexamine thiocyanate","UATC","R01AX01","http://purl.bioontology.org/ontology/UATC/R01AX01"
"thiamphenicol","thiamphenicol","UATC","J01BA02","http://purl.bioontology.org/ontology/UATC/J01BA02"
"methylpentynol","methylpentynol","UATC","N05CM15","http://purl.bioontology.org/ontology/UATC/N05CM15"
"ulipristal","ulipristal","UATC","G03XB02","http://purl.bioontology.org/ontology/UATC/G03XB02"
"ephedrine","ephedrine","UATC","S01FB02","http://purl.bioontology.org/ontology/UATC/S01FB02"
"varicella, live attenuated","varicella, live attenuated","UATC","J07BK01","http://purl.bioontology.org/ontology/UATC/J07BK01"
"Opium alkaloids and derivatives, cough suppressants","Opium alkaloids and derivatives, cough suppressants","UATC","R05DA","http://purl.bioontology.org/ontology/UATC/R05DA"
"oxiconazole","oxiconazole","UATC","G01AF17","http://purl.bioontology.org/ontology/UATC/G01AF17"
"bromocriptine","bromocriptine","UATC","G02CB01","http://purl.bioontology.org/ontology/UATC/G02CB01"
"dexmedetomidine","dexmedetomidine","UATC","N05CM18","http://purl.bioontology.org/ontology/UATC/N05CM18"
"Imidazole derivatives, antimycotic for systemic use","Imidazole derivatives, antimycotic for systemic use","UATC","J02AB","http://purl.bioontology.org/ontology/UATC/J02AB"
"cefotaxime","cefotaxime","UATC","J01DD01","http://purl.bioontology.org/ontology/UATC/J01DD01"
"furazolidone","furazolidone","UATC","G01AX06","http://purl.bioontology.org/ontology/UATC/G01AX06"
"chlorotrianisene","chlorotrianisene","UATC","G03CA06","http://purl.bioontology.org/ontology/UATC/G03CA06"
"etifoxine","etifoxine","UATC","N05BX03","http://purl.bioontology.org/ontology/UATC/N05BX03"
"insulin (pork)","insulin (pork)","UATC","A10AC03","http://purl.bioontology.org/ontology/UATC/A10AC03"
"ixazomib","ixazomib","UATC","L01XX50","http://purl.bioontology.org/ontology/UATC/L01XX50"
"ibalizumab","ibalizumab","UATC","J05AX23","http://purl.bioontology.org/ontology/UATC/J05AX23"
"OTHER CARDIAC PREPARATIONS in ATC","OTHER CARDIAC PREPARATIONS in ATC","UATC","C01E","http://purl.bioontology.org/ontology/UATC/C01E"
"calcium aminosalicylate","calcium aminosalicylate","UATC","J04AA03","http://purl.bioontology.org/ontology/UATC/J04AA03"
"norethisterone and ethinylestradiol","norethisterone and ethinylestradiol","UATC","G03AB04","http://purl.bioontology.org/ontology/UATC/G03AB04"
"palivizumab","palivizumab","UATC","J06BB16","http://purl.bioontology.org/ontology/UATC/J06BB16"
"apixaban","apixaban","UATC","B01AF02","http://purl.bioontology.org/ontology/UATC/B01AF02"
"calcium iopodate","calcium iopodate","UATC","V08AC10","http://purl.bioontology.org/ontology/UATC/V08AC10"
"calcium chloride","calcium chloride","UATC","B05XA07","http://purl.bioontology.org/ontology/UATC/B05XA07"
"atorvastatin and amlodipine","atorvastatin and amlodipine","UATC","C10BX03","http://purl.bioontology.org/ontology/UATC/C10BX03"
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","UATC","H","http://purl.bioontology.org/ontology/UATC/H"
"streptokinase","streptokinase","UATC","B01AD01","http://purl.bioontology.org/ontology/UATC/B01AD01"
"troxerutin, combinations","troxerutin, combinations","UATC","C05CA54","http://purl.bioontology.org/ontology/UATC/C05CA54"
"sulfamethizole","sulfamethizole","UATC","B05CA04","http://purl.bioontology.org/ontology/UATC/B05CA04"
"dienogest and ethinylestradiol","dienogest and ethinylestradiol","UATC","G03AA16","http://purl.bioontology.org/ontology/UATC/G03AA16"
"desloratadine","desloratadine","UATC","R06AX27","http://purl.bioontology.org/ontology/UATC/R06AX27"
"aminolevulinic acid","aminolevulinic acid","UATC","L01XD04","http://purl.bioontology.org/ontology/UATC/L01XD04"
"paclitaxel","paclitaxel","UATC","L01CD01","http://purl.bioontology.org/ontology/UATC/L01CD01"
"prednisolone","prednisolone","UATC","R01AD02","http://purl.bioontology.org/ontology/UATC/R01AD02"
"Peroxide anti-acne preparations for topical use","Peroxide anti-acne preparations for topical use","UATC","D10AE","http://purl.bioontology.org/ontology/UATC/D10AE"
"dexpanthenol","dexpanthenol","UATC","S01XA12","http://purl.bioontology.org/ontology/UATC/S01XA12"
"dibromotyrosine","dibromotyrosine","UATC","H03BX02","http://purl.bioontology.org/ontology/UATC/H03BX02"
"darbepoetin alfa","darbepoetin alfa","UATC","B03XA02","http://purl.bioontology.org/ontology/UATC/B03XA02"
"diiodohydroxypropane","diiodohydroxypropane","UATC","D08AG04","http://purl.bioontology.org/ontology/UATC/D08AG04"
"Cell Component","Cell Component","STY","T026","http://purl.bioontology.org/ontology/STY/T026"
"Preparations with salicylic acid derivatives, topical for joint and muscle pain","Preparations with salicylic acid derivatives, topical for joint and muscle pain","UATC","M02AC","http://purl.bioontology.org/ontology/UATC/M02AC"
"codeine and other non-opioid analgesics","codeine and other non-opioid analgesics","UATC","N02AJ09","http://purl.bioontology.org/ontology/UATC/N02AJ09"
"Parasympathomimetics, antiglaucoma preparations and miotics","Parasympathomimetics, antiglaucoma preparations and miotics","UATC","S01EB","http://purl.bioontology.org/ontology/UATC/S01EB"
"talinolol","talinolol","UATC","C07AB13","http://purl.bioontology.org/ontology/UATC/C07AB13"
"phenothrin, combinations","phenothrin, combinations","UATC","P03AC53","http://purl.bioontology.org/ontology/UATC/P03AC53"
"thymopentin","thymopentin","UATC","L03AX09","http://purl.bioontology.org/ontology/UATC/L03AX09"
"Glucocorticoid inhalants for obstructive airway disease","Glucocorticoid inhalants for obstructive airway disease","UATC","R03BA","http://purl.bioontology.org/ontology/UATC/R03BA"
"nimustine","nimustine","UATC","L01AD06","http://purl.bioontology.org/ontology/UATC/L01AD06"
"papillomavirus (human types 6, 11, 16, 18)","papillomavirus (human types 6, 11, 16, 18)","UATC","J07BM01","http://purl.bioontology.org/ontology/UATC/J07BM01"
"OPHTHALMOLOGICALS","OPHTHALMOLOGICALS","UATC","S01","http://purl.bioontology.org/ontology/UATC/S01"
"pegloticase","pegloticase","UATC","M04AX02","http://purl.bioontology.org/ontology/UATC/M04AX02"
"ciprofloxacin and metronidazole","ciprofloxacin and metronidazole","UATC","J01RA10","http://purl.bioontology.org/ontology/UATC/J01RA10"
"nitrofurantoin","nitrofurantoin","UATC","J01XE01","http://purl.bioontology.org/ontology/UATC/J01XE01"
"sodium iothalamate (125I)","sodium iothalamate (125I)","UATC","V09CX03","http://purl.bioontology.org/ontology/UATC/V09CX03"
"benzoctamine","benzoctamine","UATC","N05BD01","http://purl.bioontology.org/ontology/UATC/N05BD01"
"dutasteride","dutasteride","UATC","G04CB02","http://purl.bioontology.org/ontology/UATC/G04CB02"
"aztreonam","aztreonam","UATC","J01DF01","http://purl.bioontology.org/ontology/UATC/J01DF01"
"sertraline","sertraline","UATC","N06AB06","http://purl.bioontology.org/ontology/UATC/N06AB06"
"afamelanotide","afamelanotide","UATC","D02BB02","http://purl.bioontology.org/ontology/UATC/D02BB02"
"PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS","PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS","UATC","D03","http://purl.bioontology.org/ontology/UATC/D03"
"streptomycin, combinations","streptomycin, combinations","UATC","A07AA54","http://purl.bioontology.org/ontology/UATC/A07AA54"
"alemtuzumab","alemtuzumab","UATC","L04AA34","http://purl.bioontology.org/ontology/UATC/L04AA34"
"diclofenamide","diclofenamide","UATC","S01EC02","http://purl.bioontology.org/ontology/UATC/S01EC02"
"mesna","mesna","UATC","R05CB05","http://purl.bioontology.org/ontology/UATC/R05CB05"
"phentolamine","phentolamine","UATC","V03AB36","http://purl.bioontology.org/ontology/UATC/V03AB36"
"ferrous carbonate","ferrous carbonate","UATC","B03AA04","http://purl.bioontology.org/ontology/UATC/B03AA04"
"ascorbic acid","ascorbic acid","UATC","S01XA15","http://purl.bioontology.org/ontology/UATC/S01XA15"
