value_en	description_en	codesystem	code	description_code	iri
PubAnnotation format	PubAnnotation format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3781
MHTML	MHTML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3556
bgzip	bgzip	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3615
cls	cls	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	SWO	SWO_0000498
codata	codata	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1925
FASTA format	FASTA format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1929
mmCIF	mmCIF	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1477
nmrML	nmrML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3825
NCBI format	NCBI format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1972
MAF	MAF	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3008
genpept	genpept	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1937
KRSS2 Syntax	KRSS2 Syntax	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3254
GVF	GVF	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3019
PubMed citation	PubMed citation	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1734
strider format	strider format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1962
BLC	BLC	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3313
MAP	MAP	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3285
MAT	MAT	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3626
RNAML	RNAML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3311
DICOM format	DICOM format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3548
InterPro match table format	InterPro match table format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1343
PHD	PHD	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1633
CEL binary format	CEL binary format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	SWO	SWO_0000084
pdbatomnuc	pdbatomnuc	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1951
Tabix index file format	Tabix index file format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3700
pdbml	pdbml	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1478
GelML	GelML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3249
pgm	pgm	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3602
PSI MI TAB (MITAB)	PSI MI TAB (MITAB)	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3242
GEO Matrix Series format	GEO Matrix Series format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	SWO	SWO_1100126
ELAND format	ELAND format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3818
EMBL feature location	EMBL feature location	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1248
Data index format	Data index format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3326
SPSS	SPSS	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3555
pdbseqresnuc	pdbseqresnuc	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1952
Nucleic acid features (primers) format	Nucleic acid features (primers) format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2061
srs format	srs format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2002
Dot-bracket format	Dot-bracket format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1457
X!Tandem XML	X!Tandem XML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3711
GenBank-HTML	GenBank-HTML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2532
restover format	restover format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1319
Phylogenetic tree report (cliques) format	Phylogenetic tree report (cliques) format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2039
VisML	VisML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3821
HMMER format	HMMER format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1370
EMBL-HTML	EMBL-HTML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2311
Chemical data format	Chemical data format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2030
PSI-PAR	PSI-PAR	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3243
UniProtKB XML	UniProtKB XML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3770
FCS3.0	FCS3.0	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	SWO	SWO_3000062
qual	qual	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3607
dbGaP format	dbGaP format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3729
BDML	BDML	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3690
Raw sequence format	Raw sequence format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2571
LAV	LAV	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3014
EMBOSS sequence pattern	EMBOSS sequence pattern	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1357
Sequence range format	Sequence range format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2078
BioNLP Shared Task format	BioNLP Shared Task format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3785
.mysql	.mysql	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	SWO	SWO_3000084
bmp	bmp	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3592
EMBL format	EMBL format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1927
Raw NMR data format	Raw NMR data format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3824
TreeBASE format	TreeBASE format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1436
Phylogenetic tree format	Phylogenetic tree format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2006
XQuery	XQuery	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_3789
EMBL-like (text)	EMBL-like (text)	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_2181
newick	newick	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1910
TreeCon format	TreeCon format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	EDAM	format_1911
