value_en	description_en	codesystem	code	description_code	iri
Laparoscopic Surgery	Laparoscopic Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15725
Transoral Laser Surgery (Glottis)	Transoral Laser Surgery (Glottis)	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C91851
Oncoplastic Partial Mastectomy/Lumpectomy with Oncoplastic Closure	Oncoplastic Partial Mastectomy/Lumpectomy with Oncoplastic Closure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C107212
Quadrantectomy	Quadrantectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15695
Completion Pneumonectomy	Completion Pneumonectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C91831
repair of chest wall	repair of chest wall	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001838
Electrodessication and Curettage	Electrodessication and Curettage	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C116567
Suboptimal Debulking	Suboptimal Debulking	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C128097
Simple Excision of Nasal Polyps	Simple Excision of Nasal Polyps	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51890
head and neck surgical procedures	head and neck surgical procedures	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	002443
repair of vaginal wall prolapse	repair of vaginal wall prolapse	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001723
nonbinary gender confirmation surgery	nonbinary gender confirmation surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	009708
Double Lung Transplantation	Double Lung Transplantation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51790
Valve Replacement	Valve Replacement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168093
Brain Tumor Surgery	Brain Tumor Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157801
orchiectomy	orchiectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001648
Tricuspid Valve Replacement	Tricuspid Valve Replacement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C50816
Gastric Pacemaker	Gastric Pacemaker	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157863
lower extremity surgical procedure	lower extremity surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	003375
Debridement of Wound of Skin	Debridement of Wound of Skin	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51905
Nephroureterectomy with Cuff of Bladder	Nephroureterectomy with Cuff of Bladder	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C159437
Right Oophorectomy	Right Oophorectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51602
Pelvic Exenteration	Pelvic Exenteration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C91837
Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Stable-Over 12 Hours From Symptom Onset	Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction-Stable-Over 12 Hours From Symptom Onset	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C100000
Intestine Resection	Intestine Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51652
Endoscopic Submucosal Dissection	Endoscopic Submucosal Dissection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157837
Cystostomy	Cystostomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15218
Breast Conservation Treatment	Breast Conservation Treatment	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15280
Continent Catheterizable Diversion	Continent Catheterizable Diversion	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C127176
Indicated Cesarean Delivery	Indicated Cesarean Delivery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C114142
Hand Assisted Laparoscopic Radical Nephrectomy	Hand Assisted Laparoscopic Radical Nephrectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C165179
thyroid cartilage surgical procedure	thyroid cartilage surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	002827
Frameless Fractionated Stereotactic Radiation Therapy	Frameless Fractionated Stereotactic Radiation Therapy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C128555
Unknown History of Gestational Complication	Unknown History of Gestational Complication	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168467
vulvectomy	vulvectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006736
random pattern flap phalloplasty	random pattern flap phalloplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001733
Hip Replacement	Hip Replacement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157876
Radical Hysterectomy	Radical Hysterectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94470
Total Small Intestine Resection	Total Small Intestine Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51515
clitoral surgical procedure	clitoral surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001701
mammaplasty	mammaplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15354
Orthotopic Liver Transplantation	Orthotopic Liver Transplantation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51696
Pulmonary Metastasectomy	Pulmonary Metastasectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157965
penile preputial restoration	penile preputial restoration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	008158
Radical Retropubic Prostatectomy	Radical Retropubic Prostatectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51884
Patent Foramen Ovale Closure	Patent Foramen Ovale Closure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157948
Maxillectomy	Maxillectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51656
Abdominoperineal Resection	Abdominoperineal Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C91826
reduction mammaplasty	reduction mammaplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51615
Jejunostomy	Jejunostomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C79978
Aortic Valve Replacement	Aortic Valve Replacement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C50815
Partial Nephrectomy	Partial Nephrectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51928
Continent Orthotopic Diversion	Continent Orthotopic Diversion	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C127177
Single Lung Transplantation	Single Lung Transplantation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51672
No History of Rheumatic Fever	No History of Rheumatic Fever	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168351
Open Prostatectomy	Open Prostatectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C92983
Vasectomy	Vasectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15348
Complete Lymph Node Dissection	Complete Lymph Node Dissection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C166225
Oophorectomy	Oophorectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15291
Unknown History of Other Muscular Dystrophy or Glycogen Storage Disorder	Unknown History of Other Muscular Dystrophy or Glycogen Storage Disorder	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168473
Curative Surgery	Curative Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C38047
Deep Parotidectomy	Deep Parotidectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C161002
penile-urethra vaginoplasty	penile-urethra vaginoplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001721
Laparotomy	Laparotomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15266
Risk Factor History	Risk Factor History	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157153
intestinal vaginoplasty	intestinal vaginoplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001709
Therapeutic Ultrasonic Surgical Aspiration	Therapeutic Ultrasonic Surgical Aspiration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C65006
Glossectomy	Glossectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51604
Pancreas Transplantation	Pancreas Transplantation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15293
Family History of Urinary System Cancer	Family History of Urinary System Cancer	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C171244
Spinal Fusion	Spinal Fusion	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157986
Laminectomy	Laminectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C21061
Prophylactic Surgery	Prophylactic Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94458
Chemical/Occupational Exposure Absent	Chemical/Occupational Exposure Absent	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C159578
fibula free flap phalloplasty	fibula free flap phalloplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001736
Angina Pectoris Prompting Medical Attention Event	Angina Pectoris Prompting Medical Attention Event	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C67100
Family History of Marfan Syndrome	Family History of Marfan Syndrome	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168205
excision of ovotestis	excision of ovotestis	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001618
Mohs Surgery for Melanoma	Mohs Surgery for Melanoma	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157924
Bilateral Prophylactic Mastectomy	Bilateral Prophylactic Mastectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C46072
Chemical/Occupational Exposure History	Chemical/Occupational Exposure History	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157151
Core Decompression	Core Decompression	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157826
Biliary Tract Surgery	Biliary Tract Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51576
Wide Skin Excision	Wide Skin Excision	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C48608
Facial Implants	Facial Implants	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157854
Strictureplasty	Strictureplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157993
Total Artificial Heart Implantation	Total Artificial Heart Implantation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C172590
Portacath Placement	Portacath Placement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C38080
Esophagectomy	Esophagectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15357
Cardiovascular Surgical Procedure	Cardiovascular Surgical Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C49803
Salpingo-Oophorectomy	Salpingo-Oophorectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15323
Dietary History	Dietary History	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C17994
Renorrhaphy	Renorrhaphy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C146804
Bilateral Prophylactic Oophorectomy	Bilateral Prophylactic Oophorectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C49133
Thymectomy	Thymectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C29894
Diagnostic Surgical Procedure	Diagnostic Surgical Procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C64979
Personal History of Lymphoid Leukemia	Personal History of Lymphoid Leukemia	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C171233
osteocutaneous radial forearm free flap phalloplasty	osteocutaneous radial forearm free flap phalloplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001734
Hemipelvectomy	Hemipelvectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51580
vaginoplasty	vaginoplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001706
Robot-Assisted Esophagectomy	Robot-Assisted Esophagectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C155289
clitoroplasty	clitoroplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001703
Personal History of Myeloid Leukemia	Personal History of Myeloid Leukemia	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C171234
Transurethral Resection of Bladder Tumor	Transurethral Resection of Bladder Tumor	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C116651
Partial Hepatectomy	Partial Hepatectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15394
Chemical/Occupational Exposure History Unknown	Chemical/Occupational Exposure History Unknown	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C160678
radical trachelectomy	radical trachelectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006722
Spinal Cord Decompression	Spinal Cord Decompression	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C124141
tubal surgical procedure	tubal surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006710
prostatic surgical procedure	prostatic surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006741
Gastric Cardiectomy	Gastric Cardiectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51940
Aspiration	Aspiration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15631
free scapular flap phalloplasty	free scapular flap phalloplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001739
moderate alcohol consumption history	moderate alcohol consumption history	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	OBIB	0000509
Image-Guided Surgery	Image-Guided Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C116506
Hysterectomy	Hysterectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15256
urological surgical procedure	urological surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15334
Cranial Base Surgery	Cranial Base Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157828
Skin Lesion Surgery	Skin Lesion Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157983
Known History of Gestational Complication	Known History of Gestational Complication	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168300
Axillary Lymph Node Biopsy	Axillary Lymph Node Biopsy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C62658
Supracervical Hysterectomy	Supracervical Hysterectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C126397
Cardiac Stent Placement	Cardiac Stent Placement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C100080
Complete Metastasectomy	Complete Metastasectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C94450
Supraglottic Laryngectomy	Supraglottic Laryngectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51889
Thrombectomy	Thrombectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C52003
No Known History of Allergy	No Known History of Allergy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168353
Intrathecal Programmable Pump Placement	Intrathecal Programmable Pump Placement	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157893
Reproductive Surgery	Reproductive Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157970
Inadequate Daily Fluid Intake	Inadequate Daily Fluid Intake	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168267
re-innervated latissimus dorsi free flap phalloplasty	re-innervated latissimus dorsi free flap phalloplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001740
Partial Resection	Partial Resection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C131680
colon vaginoplasty	colon vaginoplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001710
Diagnostic Aspiration	Diagnostic Aspiration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C64989
Diagnostic Ultrasonic Surgical Aspiration	Diagnostic Ultrasonic Surgical Aspiration	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C65005
repair of scrotum	repair of scrotum	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	009704
McKeown Esophagectomy	McKeown Esophagectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C140887
masculinizing mastectomy	masculinizing mastectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	000126
Tobacco Smoking History	Tobacco Smoking History	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C29719
Family History of Myocardial Infarction	Family History of Myocardial Infarction	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168206
Gastric Antrectomy	Gastric Antrectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51658
Diagnostic Lymphadenectomy	Diagnostic Lymphadenectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C64983
partial orchiectomy	partial orchiectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001650
First Ever Onset of Heart Failure Event	First Ever Onset of Heart Failure Event	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C67104
facial gender confirmation surgery	facial gender confirmation surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	001788
penile preputial surgical procedure	penile preputial surgical procedure	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	008156
introduction surgery	introduction surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006705
vasectomy	vasectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	006714
subcapsular orchiectomy	subcapsular orchiectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	GSSO	003989
Collis Gastroplasty	Collis Gastroplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157822
Ileocolectomy	Ileocolectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51793
Stereotactic Body Radiation Therapy	Stereotactic Body Radiation Therapy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C118286
Implantation	Implantation	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51982
Neurectomy	Neurectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51785
Non-Melanoma Surgery	Non-Melanoma Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157930
Fistula Repair	Fistula Repair	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157858
Distal Urethrectomy	Distal Urethrectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C159446
Excision of Lipoma	Excision of Lipoma	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51769
Thoracoplasty	Thoracoplasty	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C86923
Nasal Surgery	Nasal Surgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157931
Dilation and Curettage	Dilation and Curettage	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15226
Pharyngectomy	Pharyngectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51608
Brain Lobectomy	Brain Lobectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C52004
Eyelid Reconstruction	Eyelid Reconstruction	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C157852
Epididymectomy	Epididymectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51493
Unknown History of Myopathy	Unknown History of Myopathy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C168470
Tube Thoracostomy	Tube Thoracostomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C148463
Celiac Plexus Radiosurgery	Celiac Plexus Radiosurgery	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C165633
Regional Lymph Node Dissection	Regional Lymph Node Dissection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C48935
Aortic Anastomosis of Graft	Aortic Anastomosis of Graft	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C99915
Gastrostomy	Gastrostomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C52006
Partial Thyroidectomy	Partial Thyroidectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51921
Weight History	Weight History	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C153307
Radical Mastectomy	Radical Mastectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C15279
Robot-Assisted Salvage Pelvic Lymph Node Dissection	Robot-Assisted Salvage Pelvic Lymph Node Dissection	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C161314
Abdominal Hysterectomy	Abdominal Hysterectomy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C51660
Lattice Stereotactic Body Radiation Therapy	Lattice Stereotactic Body Radiation Therapy	A record of a person's background regarding health, occurrence of disease events and surgical procedures.	NCIT	C165722
