value_en	description_en	codesystem	code	description_code	iri
Pediatric multiple sclerosis	Pediatric multiple sclerosis	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	477738
Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome	Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	263410
NON RARE IN EUROPE: Sjögren syndrome	NON RARE IN EUROPE: Sjögren syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	378
Familial syringomyelia	Familial syringomyelia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	370034
Perry syndrome	Perry syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	178509
Glycogen storage disease due to acid maltase deficiency	Glycogen storage disease due to acid maltase deficiency	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	365
Acquired peripheral movement disorder	Acquired peripheral movement disorder	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	221114
Classic glucose transporter type 1 deficiency syndrome	Classic glucose transporter type 1 deficiency syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	71277
Distal monosomy 4q	Distal monosomy 4q	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	96145
Adult acute respiratory distress syndrome	Adult acute respiratory distress syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	70578
Posterior urethral valve	Posterior urethral valve	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	93110
Levocardia	Levocardia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	95854
Netherton syndrome	Netherton syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	634
X-linked complicated spastic paraplegia type 1	X-linked complicated spastic paraplegia type 1	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	306617
Lateral meningocele syndrome	Lateral meningocele syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	2789
Spinocerebellar ataxia type 42	Spinocerebellar ataxia type 42	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	458803
Congenital multicore myopathy with external ophthalmoplegia	Congenital multicore myopathy with external ophthalmoplegia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98905
Spinocerebellar ataxia type 43	Spinocerebellar ataxia type 43	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	497764
Short stature-valvular heart disease-characteristic facies syndrome	Short stature-valvular heart disease-characteristic facies syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	2868
Fixed subaortic stenosis	Fixed subaortic stenosis	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	3092
Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome	Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	528091
Adult-onset foveomacular vitelliform dystrophy	Adult-onset foveomacular vitelliform dystrophy	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	99000
MALT lymphoma	MALT lymphoma	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	52417
X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome	X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	85329
Genetic cerebral small vessel disease	Genetic cerebral small vessel disease	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	477754
Syndromic corneal dystrophy	Syndromic corneal dystrophy	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98628
Spinocerebellar ataxia type 40	Spinocerebellar ataxia type 40	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	423275
Distal monosomy 3p	Distal monosomy 3p	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	1620
Spinocerebellar ataxia type 41	Spinocerebellar ataxia type 41	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	458798
Inhalational botulism	Inhalational botulism	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	254504
Unilateral multicystic dysplastic kidney	Unilateral multicystic dysplastic kidney	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	97363
Mitochondrial myopathy	Mitochondrial myopathy	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	206966
Drug or radiation exposure-related interstitial lung disease	Drug or radiation exposure-related interstitial lung disease	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	264978
Non-syndromic male infertility due to sperm motility disorder	Non-syndromic male infertility due to sperm motility disorder	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	276234
Semantic dementia	Semantic dementia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	100069
Alpha-N-acetylgalactosaminidase deficiency type 1	Alpha-N-acetylgalactosaminidase deficiency type 1	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	79279
Abetalipoproteinemia	Abetalipoproteinemia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	14
Alpha-N-acetylgalactosaminidase deficiency type 3	Alpha-N-acetylgalactosaminidase deficiency type 3	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	79281
Curry-Jones syndrome	Curry-Jones syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	1553
PCNA-related progressive neurodegenerative photosensitivity syndrome	PCNA-related progressive neurodegenerative photosensitivity syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	438134
Alpha-N-acetylgalactosaminidase deficiency type 2	Alpha-N-acetylgalactosaminidase deficiency type 2	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	79280
May-Hegglin thrombocytopenia	May-Hegglin thrombocytopenia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	850
Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies	Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	100049
Immunoglobulin A vasculitis	Immunoglobulin A vasculitis	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	761
Partial duplication of the long arm of chromosome 22	Partial duplication of the long arm of chromosome 22	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	263004
X-linked intellectual disability, Shrimpton type	X-linked intellectual disability, Shrimpton type	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	85324
Distal monosomy 7p	Distal monosomy 7p	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	96126
Genetic renal tubular disease	Genetic renal tubular disease	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	183592
Alpha-1-antitrypsin deficiency	Alpha-1-antitrypsin deficiency	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	60
Idiopathic eosinophilic myositis	Idiopathic eosinophilic myositis	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	247724
Anaplastic thyroid carcinoma	Anaplastic thyroid carcinoma	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	142
Enlarged parietal foramina	Enlarged parietal foramina	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	60015
Isolated complex III deficiency	Isolated complex III deficiency	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	1460
Distal monosomy 6p	Distal monosomy 6p	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	96125
Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome	Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	444138
Renal hypoplasia	Renal hypoplasia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	93101
SCARF syndrome	SCARF syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	3134
TELO2-related intellectual disability-neurodevelopmental disorder	TELO2-related intellectual disability-neurodevelopmental disorder	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	488642
Serpiginous choroiditis	Serpiginous choroiditis	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	35686
LIPE-related familial partial lipodystrophy	LIPE-related familial partial lipodystrophy	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	435660
Vulvovaginal rhabdomyosarcoma	Vulvovaginal rhabdomyosarcoma	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	206492
Rare parkinsonian disorder	Rare parkinsonian disorder	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	68402
Human herpesvirus 8-related disorder	Human herpesvirus 8-related disorder	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	102024
Tall stature-intellectual disability-facial dysmorphism syndrome	Tall stature-intellectual disability-facial dysmorphism syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	404443
Multiple synostoses syndrome	Multiple synostoses syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	3237
Eales disease	Eales disease	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	40923
Melanoma and neural system tumor syndrome	Melanoma and neural system tumor syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	252206
Partial duplication of the long arm of chromosome 19	Partial duplication of the long arm of chromosome 19	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	262986
Dengue fever	Dengue fever	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	99828
Partial duplication of the long arm of chromosome 14	Partial duplication of the long arm of chromosome 14	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	262941
Partial duplication of the long arm of chromosome 13	Partial duplication of the long arm of chromosome 13	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	262932
Digital extensor muscle aplasia-polyneuropathy	Digital extensor muscle aplasia-polyneuropathy	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	2926
Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2)	Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2)	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	402020
Syndromic visceral malformation	Syndromic visceral malformation	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	108973
Partial duplication of the long arm of chromosome 11	Partial duplication of the long arm of chromosome 11	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	262923
Partial duplication of the long arm of chromosome 17	Partial duplication of the long arm of chromosome 17	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	262968
Hernández-Aguirre Negrete syndrome	Hernández-Aguirre Negrete syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	2139
Partial duplication of the long arm of chromosome 15	Partial duplication of the long arm of chromosome 15	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	262950
Infectious, fungal or parasitic myopathy	Infectious, fungal or parasitic myopathy	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	206988
Congenital genu recurvatum	Congenital genu recurvatum	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	295229
MASS syndrome	MASS syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	99715
Acromesomelic dysplasia, Hunter-Thompson type	Acromesomelic dysplasia, Hunter-Thompson type	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	968
Familial dyskinesia and facial myokymia	Familial dyskinesia and facial myokymia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	324588
Omsk hemorrhagic fever	Omsk hemorrhagic fever	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	319266
PLCG2-associated antibody deficiency and immune dysregulation	PLCG2-associated antibody deficiency and immune dysregulation	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	300359
Kuskokwim syndrome	Kuskokwim syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	1149
Partington-Anderson syndrome	Partington-Anderson syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	2829
Qualitative or quantitative defects of integrin alpha-7	Qualitative or quantitative defects of integrin alpha-7	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	207098
Thakker-Donnai syndrome	Thakker-Donnai syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	1780
Autosomal dominant Robinow syndrome	Autosomal dominant Robinow syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	3107
Malignant migrating focal seizures of infancy	Malignant migrating focal seizures of infancy	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	293181
NON RARE IN EUROPE: Familial hypobetalipoproteinemia	NON RARE IN EUROPE: Familial hypobetalipoproteinemia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	426
Persistent left superior vena cava connecting through coronary sinus to left-sided atrium	Persistent left superior vena cava connecting through coronary sinus to left-sided atrium	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	99109
Hypertelorism-microtia-facial clefting syndrome	Hypertelorism-microtia-facial clefting syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	2213
Pfeiffer syndrome type 3	Pfeiffer syndrome type 3	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	93260
Spinocerebellar ataxia type 17	Spinocerebellar ataxia type 17	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98759
Pfeiffer syndrome type 2	Pfeiffer syndrome type 2	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	93259
Spinocerebellar ataxia type 18	Spinocerebellar ataxia type 18	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98771
Infantile onset panniculitis with uveitis and systemic granulomatosis	Infantile onset panniculitis with uveitis and systemic granulomatosis	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	251304
Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	436159
Pfeiffer syndrome type 1	Pfeiffer syndrome type 1	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	93258
Distal monosomy 9p	Distal monosomy 9p	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	1642
Spinocerebellar ataxia type 10	Spinocerebellar ataxia type 10	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98761
Benign peripheral nerve sheath tumor	Benign peripheral nerve sheath tumor	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	252131
Spinocerebellar ataxia type 11	Spinocerebellar ataxia type 11	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98767
Hereditary episodic ataxia	Hereditary episodic ataxia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	211062
Spinocerebellar ataxia type 12	Spinocerebellar ataxia type 12	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98762
Prelingual non-syndromic genetic deafness	Prelingual non-syndromic genetic deafness	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	216445
Quebec platelet disorder	Quebec platelet disorder	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	220436
Bilateral multicystic dysplastic kidney	Bilateral multicystic dysplastic kidney	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	97364
Spinocerebellar ataxia type 13	Spinocerebellar ataxia type 13	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98768
Spinocerebellar ataxia type 14	Spinocerebellar ataxia type 14	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98763
Rare genetic systemic or rheumatologic disease	Rare genetic systemic or rheumatologic disease	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	271870
Partial monosomy of the short arm of chromosome X	Partial monosomy of the short arm of chromosome X	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	263731
Autoimmune thrombocytopenia	Autoimmune thrombocytopenia	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	71203
Spinocerebellar ataxia type 16	Spinocerebellar ataxia type 16	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	98770
Solitary bone cyst	Solitary bone cyst	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	83468
Mayer-Rokitansky-Küster-Hauser syndrome type 2	Mayer-Rokitansky-Küster-Hauser syndrome type 2	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	2578
Complete atrioventricular septal defect-tetralogy of Fallot	Complete atrioventricular septal defect-tetralogy of Fallot	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	99068
Mayer-Rokitansky-Küster-Hauser syndrome type 1	Mayer-Rokitansky-Küster-Hauser syndrome type 1	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	247775
Genetic susceptibility to infections due to particular pathogens	Genetic susceptibility to infections due to particular pathogens	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	183710
Partial duplication of the long arm of chromosome 10	Partial duplication of the long arm of chromosome 10	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	262914
Progressive muscular dystrophy	Progressive muscular dystrophy	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	206644
Distal monosomy 19p13.3	Distal monosomy 19p13.3	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	96129
Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency	Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	300179
Closed iniencephaly	Closed iniencephaly	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	268366
Lynch syndrome	Lynch syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	144
Structural developmental eye defect	Structural developmental eye defect	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	519272
X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome	X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	85330
Complex regional pain syndrome type 1	Complex regional pain syndrome type 1	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	99995
Palmoplantar keratoderma-spastic paralysis syndrome	Palmoplantar keratoderma-spastic paralysis syndrome	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	2201
Urachal sinus	Urachal sinus	A diagnosis made from a study of the signs and symptoms of a disease.	Orphanet	431344
